companyId,Fundamentals Source,Name,Market Capitalization,Close Price,Industry,Sector,Price To Earnings,Price To Sales,Revenue Growth TTM,PAT Growth TTM,PAT Growth QoQ,Price To Book Value,Returns 1W,Returns 1M,Returns 3M,Returns 6M,SMA 20D,EV To EBITDA,52WH Distance,52WL,Debt To Equity,Debt To Equity 3 Years Back,Change In DII Holdings 1 Year,Change In FII Holdings 1 Year,Promoter Holdings,Change In Promoter Holdings 1 Year,ROCE,PBT Growth TTM,Revenue Growth QoQ,Revenue Growth YoY,52WL Distance,All Time High Distance,CFO To PAT,CFO To EBITDA,CWIP,CWIP 1 Year Back,Fixed Assets,Fixed Assets 2 Years Back,Debt,Debt 2 Years Back
NSE:CARERATING,C,CARE Ratings Ltd,4848.76,1614,Credit Rating Agencies,Credit Rating Agencies,31.62,11.11,19.5,33.17,115.89,5.62,-0.43,4.59,2.8,-10.63,1624.7,26.25,17.82,1052,0.03,0.03,3.79,-1.75,0,0,24.14,28.61,45.21,16.19,53.42,17.82,87.82,79.15,0,2.92,123.64,114.81,25.42,19.55
NSE:CARRARO,C,Carraro India Ltd,3015.12,530.35,Auto Ancillaries - Diversified,Auto Ancillaries,30.39,1.53,13.17,13.6,8.89,6.12,-1.28,0.23,6.35,18.95,537.2,17.38,10.11,253.15,0.37,0.57,-0.42,-0.8,68.77,0,22.75,13.12,18.93,33.06,109.5,23.4,86.56,44.71,0.04,0,377.54,354.43,183.3,215.93
NSE:CARTRADE,C,Cartrade Tech Ltd,12981.7,2713.4,E-Commerce - Platform,Retail,68.94,18.23,22.87,268.36,36.17,5.57,2.58,-1.09,9.01,41.72,2781.95,63.86,17.54,1294,0.06,0.04,-12.07,16.88,0,0,10.4,106.17,11.77,25.42,109.69,17.54,118.01,113.62,0,0,1491.52,1489.09,128.46,112.48
NSE:CARYSIL,C,Carysil Ltd,2206.01,775.6,Building Material USA,Consumer Durables,27.2,2.52,11.21,27.47,19.69,3.9,-3.56,-14.49,-14.15,-11.49,863.09,15.54,27.64,482.3,0.42,0.77,-0.34,0.26,41.34,-0.04,16.2,21.06,6.03,16.23,60.81,32.61,93.55,43.82,26.41,11.83,414.43,403.64,235.19,312.23
NSE:CASTROLIND,S,Castrol India Ltd,18326.46,185.28,Lubricants,Chemicals,18.77,3.25,6.83,8.79,-6.64,10.08,-1.79,1.43,-7.32,-17.09,188.48,13.1,26.46,162.6,0.04,0.03,0.12,0.17,51,0,70.33,9.09,-8.96,5.79,13.95,34.85,112.6,81.69,49.93,60.26,null,258.85,73.15,76.95
NSE:CCL,C,CCL Products (India) Ltd,12966.23,971.05,FMCG - Coffee,Plantation & Plantation Products,38.23,3.43,30.11,23.47,39.21,6.21,3.04,-1.09,15.12,10.18,948.96,21.87,9.62,525,0.78,0.61,0.82,0.36,46.11,0.02,14.27,28.06,6.73,52.63,84.96,9.62,93.35,52.19,17.82,450.47,2026.7,1251.53,1627.51,1622.34
NSE:CEATLTD,C,CEAT Ltd,15344.34,3793.4,Tyres & Tubes,Tyres,30.99,1.09,12.61,-10.09,56.8,3.36,1.74,0.45,2.55,-2.13,3821.29,11.43,14.52,2343.05,0.68,0.67,1.31,-0.44,47.21,0,12.72,-9.91,6.89,14.17,61.9,14.52,231.66,74.07,536.27,537.5,8193.94,6295.5,3113.72,1791.5
NSE:CEIGALL,C,Ceigall India Ltd,4863.8,279.2,Construction - Civil/Turnkey,Infrastructure Developers & Operators,19.4,1.39,7.85,-23.96,9.39,2.51,2.67,20.65,11.12,-0.89,265.32,12.42,16.11,222.61,0.69,1.19,-2.59,1.31,82.06,0,14.66,-23.37,-3.77,4.45,25.42,34.27,-181.3,-100.23,10.43,23.25,325.95,301.02,1343.13,1066.24
NSE:MAPMYINDIA,C,CE Info Systems Ltd,8064.33,1473.7,Geospatial,IT - Software,55.22,16.34,22.12,7.51,-59.57,9.68,-7.91,-10.28,-20.26,-18.68,1659.32,45.28,31.98,1464.4,0.01,0.05,7.3,-1.81,51.36,-0.3,24.88,16.76,-6.45,9.74,0.64,46.37,76.67,62.89,0,1.17,96.75,71.65,9.56,25.73
BSE:CEINSYSTECH,C,Ceinsys Tech Ltd,1807.13,1012.9,Geospatial,IT - Software,18.29,3.15,88.44,113.18,-18.65,3.87,0.81,15.21,-31.64,-33.27,1045.62,15.17,49.33,796.75,0.16,0.29,-0.02,-0.22,50.7,-1.16,24.06,92.4,4.37,81.53,27.13,51.88,8.98,7.28,0,2.91,90.17,43.86,75.4,9.08
NSE:CELLECOR,S,Cellecor Gadgets Ltd,631.14,28.6,Retail - Electronics,Retail,17.44,0.51,73.3,51.16,19.96,3.82,5.73,-6.23,-10.9,-20.11,28.79,11.1,58.43,25.75,0.79,0.55,-1.02,4.37,46.3,-5.24,19.51,52.61,6.87,50.69,11.07,64.91,-108.79,-61.96,0,0.15,null,null,120.89,20.84
NSE:CELLO,C,Cello World Ltd,11199.98,507.05,Opalware,Trading,33.36,4.95,11.42,-0.57,13.24,4.88,-0.83,-8.88,-15.78,-19.2,532.39,22.11,26.11,490,0,1,0.46,-2.15,75,0,21.07,0.74,11.05,19.87,3.48,50.53,71.79,51.28,50.7,18.8,622.94,361.92,5.61,370.71
NSE:CEMPRO,C,Cemindia Projects Ltd,11631.74,677.1,Infra - Construction & Contracting,Infrastructure Developers & Operators,26.1,1.23,9.2,30.92,-21.51,5.68,-4.38,-17.02,-12.26,-18.76,759.9,13.64,28.27,476.6,0.48,0.62,-1.11,-8.85,67.46,20.83,26.38,22.51,-14.43,9.27,42.07,28.27,54.29,23.34,25.19,21.43,1119.97,1081,981.78,889.12
NSE:CENTRALBK,C,Central Bank of India,34920.31,38.58,Banks - PSU,Banks,7.08,0.99,4.8,33.43,3.72,0.98,4.55,6.75,1.77,0.13,37.49,-445.49,30.49,32.75,0.84,0.29,2.05,0.54,89.27,-3.81,5.27,18.37,3.34,6.18,17.8,68.7,-62.38,710.63,null,0,5029.72,5336.35,33162.64,20012.88
NSE:CDSL,C,Central Depository Services (India) Ltd,29976.87,1434.3,Finance - Capital Markets,Financial Services,63.35,27.75,4.38,-11.35,36.65,17.2,1.75,-4.46,-11.48,-16.68,1459.76,51.03,21.58,1047.45,0,0,-7.33,-2.16,15,0,36.08,-11.69,23.21,-1.05,36.93,27.92,103.11,86.93,11.59,7.13,456.18,345.35,2.48,1.36
NSE:CENTRUM,C,Centrum Capital Ltd,1245.92,27.11,Finance - Capital Markets,Finance,null,0.34,34.92,61.62,92.05,2.76,-2.48,-6.26,-17.5,-31.64,28.39,14.56,35.3,22.4,37.49,8.91,3.86,1.28,34.84,-3.65,9.05,48.98,-2.76,5.02,21.03,59.48,-1704.39,192.08,null,130.51,814.87,387.8,16943.36,10774.52
NSE:CENTUM,C,Centum Electronics Ltd,3397.71,2305.7,EMS,Electronics,208.85,2.8,10.33,-387.89,-5.58,8.4,10.18,1.64,-8.17,-2.88,2288.53,34.36,24.25,1140.3,0.52,1.46,11.88,1.36,46.89,-11.85,10.71,460.68,6.3,11.85,102.2,24.25,1523.14,-30.35,0.57,15.05,240.03,248.4,210.86,241.85
NSE:CENTENKA,C,Century Enka Ltd,938.81,429.65,Textiles - Manmade Fibre - PFY/PSF,Textiles,16.12,0.54,-11.89,-17.27,45.19,0.65,0.1,-1.51,-8.31,-17.06,439.69,11.19,30.47,409.5,0.03,0.05,1.6,-1.34,24.86,0,5.16,-26.04,1.79,-23.79,4.92,50.32,177.33,102.71,13.45,13.18,771.46,806.3,36.4,52.25
NSE:CENTURYPLY,C,Century Plyboards (India) Ltd,16611.87,747.7,Plywood Boards/Laminates,Plywood Boards/Laminates,71.76,3.39,16.87,9.61,34.03,6.73,-2.96,-9.9,-1.4,3.21,805.18,32.63,16.65,650,0.67,0.17,1.18,-0.17,72.64,0.05,10.24,6.86,18.49,17.06,15.03,20.03,-1.47,-0.56,272.67,729.87,2613.15,1913.41,1643.25,770.88
NSE:CERA,C,Cera Sanitaryware Ltd,6701.56,5196,Ceramics/Tiles/Sanitaryware,Ceramic Products,27.29,3.44,5.19,6.99,-45.46,4.95,1.45,-2.92,-13.96,-24.97,5197,22.26,28.58,5004,0.05,0.04,7.49,-7.07,54.41,0,22.39,0.84,-27.28,5.36,3.84,51.84,49.06,40.69,10.83,12.96,398.65,339.46,67.37,53.09
NSE:CESC,C,CESC Ltd,20643.11,155.73,Power - Generation/Distribution,Power Generation & Distribution,14.25,1.15,10.58,2.64,10.15,1.62,-5.89,-8.3,-10.99,-14.1,166.51,10.49,15.94,119,1.48,1.31,3.02,-2.21,52.11,0,10.39,9.44,1.25,12.06,30.87,26.71,180.78,95.98,890,427.31,22332,22131,18811,14543.63
BSE:CFF,S,CFF Fluid Control Ltd,1202.03,573.1,Shipping - Proxy,Aerospace & Defence,39.47,7.08,33.13,37.5,95.2,5.1,-1.58,3.32,-7.97,-12.24,567.66,25.61,21.33,392,0.14,1.12,0.56,-0.06,68.06,-5.24,20.82,33.14,58.9,30.11,46.2,39.61,-13.49,-7.89,2.14,8.49,null,26.28,21.11,45.9
NSE:CGPOWER,C,CG Power & Industrial Solutions Ltd,88460.88,561.7,Capital Goods - Transformers,Capital Goods - Electrical Equipment,81.05,7.99,25.63,-26.27,6.58,11.86,-5.56,-16.54,-26.15,-16.83,632.29,62.94,29.57,517.7,0.02,0.01,4.82,-1.57,56.37,-1.7,19.52,23.06,1.55,21.14,8.5,35.78,97.06,72.38,455.24,385.67,2024.63,1086.81,116.82,17.44
NSE:CHALET,C,Chalet Hotels Ltd,19208.83,877.3,Hotels,Hotels & Restaurants,33.13,7.36,70.56,668.82,-23.78,5.62,0.73,-0.15,-9.55,-1.43,874.65,19.61,18.92,634.05,0.73,1.85,1.94,-1.31,67.34,-0.14,15.89,117.72,-17.8,95.02,38.36,18.92,666.96,129.15,122.36,183.17,5432.2,4405.57,2488.51,3005.18
NSE:CLSEL,S,Chamanlal Setia Exports Ltd,1262.78,253.95,FMCG - Rice,FMCG,13.42,0.94,-11.39,-15.4,-12.52,1.86,-3.62,-3.05,0.4,-23.24,261.93,8.69,35.83,248.3,0.09,0.2,0.66,1.41,74.05,0,16.26,-16.34,-11.17,-26.12,2.28,43.21,70.65,51.52,1.83,6.08,null,142.92,66.92,175.03
NSE:CHAMBLFERT,C,Chambal Fertilisers & Chemicals Ltd,17634.71,440.15,Fertilisers,Fertilizers,9.47,0.91,19.7,20.86,18.19,1.79,-2.31,-1.27,-10.22,-20.28,462.66,6.87,40.7,410.2,0.01,0.48,-2.87,3,60.58,0.18,25.71,11.09,12.55,47.55,7.3,40.7,84.51,56.13,1135.3,649.72,6090.38,6422.96,100.37,1873.93
NSE:CHANDAN,C,Chandan Healthcare Ltd,653.73,267.35,Diagnostic Services,Healthcare,22.32,2.56,26.28,45.15,35,5.33,-10.3,-8.17,-8.83,34.85,304.22,15.35,25.32,140,0.39,0.59,null,null,49.47,null,21.46,50.06,13.49,22.94,90.96,25.32,-123.55,-70.29,4.1,0,null,null,48.16,21.36
NSE:CHEMCON,S,Chemcon Speciality Chemicals Ltd,673.53,183.87,Speciality Chemicals,Chemicals,27.08,3.11,2.76,30.78,-10.02,1.31,-3.05,-8.98,-31.46,-11.47,197.79,17.75,37.67,160,0,0.14,-0.27,0.02,74.47,0,6.95,28.71,0.36,2.11,14.92,74.86,165.7,123.31,46.54,39.86,null,146.49,0.26,42.74
NSE:CHEMFAB,C,Chemfab Alkalis Ltd,602.47,419.15,Chemicals - Inorganic - Caustic Soda/Soda Ash,Chemicals,null,1.75,5.19,-152.56,-178.82,1.59,-0.34,-7.34,-29.31,-44.09,427.05,17.16,60.18,400,0.29,0.01,0.2,-0.11,72.18,-0.44,1.22,-101.53,-16.36,-6.52,4.79,65.92,-575.03,91.28,63.14,35.94,313.74,246.62,109.35,20.11
NSE:CHEMPLASTS,C,Chemplast Sanmar Ltd,4344.85,274.8,Petrochem - Polymers,Chemicals,null,1,6.5,70.69,20.56,147.74,13.51,7.2,-30.31,-34.72,258.29,43.89,44.13,231.05,0.97,0.56,-0.12,-0.26,54.99,0,-1.16,62.67,-6.06,4.07,18.94,66.73,-155.55,78.51,282.51,137.46,4445.48,3906.83,1888.87,1547.51
NSE:CHENNPETRO,C,Chennai Petroleum Corporation Ltd,12805.64,859.95,Refineries,Refineries,10.95,0.21,-4.61,63.26,1893.49,1.45,9.87,-6.09,16.91,14.79,835.36,6.51,22.04,433.1,0.22,0.66,2.31,-7.38,67.29,0,16.36,59.57,10.23,35.09,98.56,32.55,631.68,133.13,283.93,208.04,7131.47,7505.98,1933.16,2785.9
NSE:CHEVIOT,S,Cheviot Company Ltd,590.38,1010.6,Textiles - Jute/Jute Products,Textiles,10.51,1.16,21.72,-27.68,-48.31,0.85,-1.04,-4.12,-10.68,-13.47,1060.33,7.77,22.73,974.75,0.01,0.01,0,-0.05,74.88,0,10.68,-21.57,23.8,44.1,3.68,38.88,45.32,49.29,2.44,8.28,null,202.22,10.28,8.93
NSE:CHOICEIN,C,Choice International Ltd,18326.71,822.65,Finance - Capital Markets - Brokers,Finance,87.98,18.87,11.67,19.31,17.72,11.69,0.3,8.77,0.01,10.11,820.8,56.66,4.4,438.45,0.45,0.43,0.04,-1.56,53.65,-4.56,21.1,18.15,16.97,10.93,87.63,4.4,-180.97,-103.47,null,5.48,187.66,132.3,488.37,339.12
NSE:CHOLAHLDNG,C,Cholamandalam Financial Holdings Ltd,33279.8,1772.3,Finance - Holding Company,Finance,14.94,0.92,22.23,10.62,-3.59,2.43,-2.67,-4.58,-6.35,-15.8,1847.11,32.13,20.58,1357.35,13.68,12.69,-0.5,1.12,46.42,-0.9,10.11,10.86,1.78,16.95,30.57,20.58,-722.46,-537.7,null,54.4,2253.13,1775.54,186992.83,134014
NSE:CHOLAFIN,C,Cholamandalam Investment & Finance Company Ltd,143415.4,1699.2,Conglomerate Backed NBFC,Finance,30.76,5.03,26.92,20.59,1.91,5.46,-1.04,-0.94,1.86,8.99,1711.49,52.29,7.22,1169.8,7.23,6.79,0.69,-0.32,49.88,-0.36,9.31,20.88,3.09,19.76,45.26,7.22,-760.87,-570.7,null,10.91,1921.93,1576.02,187662.96,134474.88
BSE:CIANAGRO,C,CIAN Agro Industries & Infrastructure Ltd,3919,1400.35,"Edible Oils, Agro Processing",Edible Oil,34.89,2.15,579.57,2580.19,-63.61,1.96,7.7,-11.08,-57.4,206.19,1402.69,15.93,61.46,321,0.64,1.62,0,0.01,67.64,-0.03,7.99,3130.09,-17.5,237.1,336.25,61.46,683.82,198,4.27,561.3,2924.04,102.72,1296.4,106.93
NSE:CIEINDIA,C,CIE Automotive India Ltd,15183.98,400.25,"Castings, Forgings & Fastners","Castings, Forgings & Fastners",18.77,1.66,0.32,-0.32,5.11,2.19,-1.86,1.5,-6.07,-7.78,407.31,11.74,17.81,356.75,0.07,0.19,0.92,-0.15,65.7,0,14.78,-3.21,0.12,11.11,12.19,35.69,107.38,65.22,80.65,66.29,6058.15,5810.45,486.39,855.42
NSE:CIGNITITEC,C,Cigniti Technologies Ltd,4703.09,1707.3,IT - Software,IT - Software,16.45,2.19,13.58,105.85,25.34,4.17,3.08,-5.81,2.02,-3.66,1681.53,12.24,11.52,1033.25,0.02,0.09,0.7,7.24,55.04,32.36,33.5,101.33,6.2,13.64,65.24,13.34,79.88,55.32,0,0,107.3,121.29,20.3,57.23
NSE:CIPLA,C,Cipla Ltd,112886.03,1397.5,Pharma - Formulators,Pharmaceuticals,20.74,3.98,6.93,21.6,4.72,3.43,-4.65,-6.81,-10.95,-5.31,1486.63,16.05,16.47,1335,0.01,0.03,6.08,-4.25,29.21,-1.71,21.27,14.84,9.08,7.64,4.68,17.89,94.59,70.22,1436.7,1566.27,10933.38,9895.62,467.37,559.41
BSE:CPML,C,City Pulse Multiventures Ltd,4685.69,3136.35,Entertainment & Media,Entertainment,2394.16,1323.64,null,null,103.7,19.17,1.82,2.46,3.57,43.13,3090.22,1879.5,4.67,903.45,0.04,null,0,0,11.98,-26.53,2.11,null,470,178.05,247.15,4.67,337.55,242.84,0.67,0.55,90.49,88.85,3.87,2.89
NSE:CUB,S,City Union Bank Ltd,20259.28,273,Banks - Private,Banks,16.74,3.23,13.52,14.27,7.41,2.04,-2.88,0.92,23.87,25.21,285.28,159.06,9.66,142.91,0.22,0.63,6.66,-3.95,0,0,6.51,14.13,2.98,15.29,91.03,9.66,100.42,188,null,0,387.99,270.37,2182.68,4724.16
NSE:CLEAN,C,Clean Science & Technology Ltd,9148.28,860.8,Speciality Chemicals,Chemicals,34.49,9.22,12.16,2.97,-20.88,6.1,0.97,-4.33,-18.35,-41,874.82,23.43,46.2,834.3,0,0,14.3,4.02,50.96,-24,23.61,1.15,0.71,2.72,3.18,68.18,80.88,55.17,97.88,30.19,688.64,636.11,2.14,2.03
NSE:CMSINFO,C,CMS Info Systems Ltd,5444.86,331.05,Services - Others,Miscellaneous,15.21,2.23,0.13,-0.7,-21.62,2.33,-0.96,-4.35,-11.12,-36.39,343.63,8.85,38.82,324.45,0.1,0,5.58,-9.75,0,0,19.3,-1.73,-2.99,-2.55,2.03,46.3,129.55,76.98,141.56,164.49,991.78,839.28,222.67,0
NSE:COALINDIA,C,Coal India Ltd,265613.59,431,Mining/Minerals,Mining & Mineral products,8.51,1.89,-0.92,-13.76,-51.2,2.52,3.02,12.95,11.2,11.53,412.11,5.71,2.49,349.25,0.13,0.07,-0.04,-0.36,63.13,0,36.52,-10.35,-15.78,-3.19,23.41,20.71,82.71,62.04,17237.61,22384.91,87064.79,79889.84,13786.17,6523.03
NSE:COCHINSHIP,C,Cochin Shipyard Ltd,40161.91,1526.6,Ship - Docks/Breaking/Repairs,Aerospace & Defence,52.86,7.89,19.62,-12.34,-42.75,7.05,-2.7,-2.17,-14.76,-21.23,1597.8,47.49,40.02,1180.2,0.2,0.13,3.47,-0.62,67.92,-4.95,15.76,-13.22,4.68,-2.15,29.35,48.76,-35.86,-33.79,578.17,515.67,3167.28,968.17,1156.03,502.2
NSE:COFFEEDAY,C,Coffee Day Enterprises Ltd,723.54,34.25,Quick Service Restaurant - QSR,Quick Service Restaurant,null,0.66,5.82,-50.48,-167.44,0.28,1.84,-2.2,-17.96,-14.29,35.16,13.2,33.44,21.28,0.44,0.57,1.8,-0.34,7.83,-0.37,3.3,-103.81,3.79,3.78,60.95,90.86,-136.79,146.9,7.3,7.38,474.99,551.95,1145.27,1363.02
NSE:COFORGE,C,Coforge Ltd,58039.29,1732.3,IT - Software,IT - Software,49.59,4.05,43.07,59.21,19.36,8.42,3.01,-7.2,-1.66,-7.97,1710.81,25,13.12,1194.01,0.14,0.18,6.71,-8,0,0,23.09,44.59,8.05,31.73,45.08,13.62,128.4,73.04,17.4,2.4,7091.3,2353,971.5,726
NSE:COHANCE,C,Cohance Lifesciences Ltd,16295.45,425.95,Pharma - API & CRAMS,Pharmaceuticals,44.19,7.23,43.96,-0.16,43.08,4.3,-10.5,-20.86,-52.59,-59.96,505.4,29.77,67.93,423,0.12,0.04,3.88,-4.19,57.49,7.39,10.61,0.88,1.14,-7.98,0.7,68.68,108.83,76.8,356.86,255.61,3116.45,669.73,450.77,65
BSE:COLAB,C,Colab Platforms Ltd,3780.12,185.3,IT Enabled Services/Business Process Outsourcing,IT - Software,203.63,35.8,null,null,29.17,138.28,-0.99,-4.83,28.99,338.27,190.69,1943.88,9.43,16.37,0,null,0,0,33.88,0,17.95,null,84.12,22188.89,1031.95,9.43,131.41,152.46,0,0,0.06,0.03,0.04,0
NSE:COLPAL,S,Colgate-Palmolive (India) Ltd,57247.54,2104.8,FMCG - Personal Care,FMCG,43.18,9.74,-2.06,-9.74,2.15,36.18,2.37,-2.57,-7.92,-11.58,2086.96,29.74,29.25,2033,0.04,0.04,6.95,-8.54,51,0,108.9,-9.63,5.96,-6.15,3.53,45.89,97.05,71.22,29.42,38.41,null,794.07,59.99,71.75
BSE:COMSYN,C,Commercial Syn Bags Ltd,599.28,150,Packaging - Polysacks,Packaging,23.44,1.61,22.68,200.71,51.71,3.69,-0.6,4.24,-3.07,16.32,149.09,15.64,9.64,66.34,0.67,0.63,0,0,58.79,0,14.65,169.79,8.77,13.62,126.11,9.64,5.94,2.86,3.74,1.65,102.18,108.06,108.99,108.54
NSE:CAMS,C,Computer Age Management Services Ltd,18041.31,727.8,Finance - Capital Markets - RTA,Financial Services,38.77,12.38,12.35,9.44,5.46,14.83,0.07,-3.45,-5.01,-13.51,742.3,27.02,19.65,606.21,0.06,0.13,4.65,-12.97,0,0,47.87,9.65,6.38,3.17,20.06,32.2,102.74,73.2,1.65,43.66,461.18,386.71,77.84,96.31
NSE:CONCORDBIO,C,Concord Biotech Ltd,14133.65,1351,Pharma - API & CRAMS,Pharmaceuticals,43.69,12.56,3.63,-1.37,43.12,7.73,2.33,-2.06,-11.54,-26.52,1341.36,32.21,44.9,1292.2,0,0.02,-0.33,-0.06,44.08,0,23.48,-2.85,21.11,-20.35,4.55,49.29,65.79,48.29,74.17,50.66,794.6,577.38,1.61,9.74
BSE:CNCRD,C,Concord Control Systems Ltd,2456.18,2427,Capital Goods - Engineering Heavy,Capital Goods - Electrical Equipment,80.82,15.72,84.23,97.05,14.51,20.02,-1.34,5.3,37.69,123.17,2500.13,69.54,14.54,606.97,0,0.42,-1.98,0,67.06,-6.47,25.91,73.31,9.16,63.92,299.86,14.54,-30.8,-23.53,0.83,0,null,null,0.34,2.66
NSE:CEWATER,C,Concord Enviro Systems Ltd,870.9,420.8,Pollution Control Equipment,Capital Goods-Non Electrical Equipment,18.49,1.56,-5.26,-20.8,8.98,1.58,-3.78,-8.22,-13.16,-30.64,445.64,13.74,45.6,349.65,0.3,0.61,-0.08,-4.92,51.39,0,10.8,-27.83,21.94,-22.88,20.35,51.07,8.16,5.09,2.64,7.17,111.33,104.68,165.4,158.62
NSE:CONFIPET,C,Confidence Petroleum India Ltd,1133.61,34.12,LPG Bottling,Miscellaneous,12.01,0.3,37.24,20.32,-0.2,0.83,-0.41,-2.85,-17.16,-38.74,35.54,5.47,55.16,32.51,0.6,0.53,-0.4,-1.08,55.89,0,9.52,28.91,-11.6,31.81,4.95,71.57,11.01,2.97,80.6,82.58,1028.82,1010.33,830.34,632.6
NSE:CCCL,C,Consolidated Construction Consortium Ltd,774.68,17.34,Construction & Contracting,Construction,6.42,3.61,35.46,-84.03,-100.55,2.8,4.52,-9.26,-27.69,-6.22,17.86,-11.57,39.94,10.84,0,-2.35,-0.61,-0.01,60.05,-4.1,48.24,-83.34,28.75,16.65,59.96,39.94,177.45,-288.99,0.07,0,70.43,208.29,0.3,140.82
NSE:CONSOFINVT,S,Consolidated Finvest & Holdings Ltd,517.7,159.96,Finance & Investments - Others,Finance,7.77,7.67,30.93,-30.93,24.09,0.5,-0.19,-7.74,-10.49,-20.22,165.7,7.69,30.45,152,0,0,0,0.56,74.89,0,7.07,33.41,22.98,9.15,5.24,53.9,9.23,15.37,null,0,0.76,0.79,0,0
NSE:CONCOR,C,Container Corporation Of India Ltd,39581.28,519.7,Logistics,Logistics,30.15,4.4,0.87,-0.18,42.39,3.1,1.3,4.02,-2.7,-16.16,518.09,19.05,20.3,481,0.07,0.07,0.08,-1.28,54.8,0,12.9,1.06,9.33,2.92,8.05,44.95,132.49,88.72,785.12,854.33,6842.32,6029.08,904.75,938.7
NSE:CONTROLPR,C,Control Print Ltd,1057.78,661.35,Computer - Hardware,IT - Hardware,10.37,2.36,15.38,99.84,117.17,2.41,-0.59,-7.99,-10.78,-24.45,687.55,12.53,27.92,547,0.02,0.02,0.03,-0.59,52.98,0.25,16.66,2.51,0.6,9.99,20.9,38.76,49.84,62.26,8.85,10.85,165.55,152.15,7.42,7.37
NSE:COOLCAPS,C,Cool Caps Industries Ltd,779.14,67.4,Plastics - Plastic & Plastic Products,Plastic products,93.61,1.9,143.77,130.4,-24.85,14.22,-0.88,-9.47,-19.47,0.33,69.86,48.01,32.26,57.76,2.68,1.25,0,0,65.4,-8.92,13.75,53.26,87.83,177.83,16.69,32.26,46.78,333.23,10.71,19.79,null,45.85,146.98,70.47
NSE:COROMANDEL,C,Coromandel International Ltd,68486.13,2321.6,Fertilisers,Fertilizers,28.46,2.39,32.88,75.06,58.18,5.62,0.57,0.32,7.37,-2.39,2318.34,22.29,14.61,1596,0.12,0.05,-5.38,6.66,56.88,-0.29,25.34,71.13,37.09,29.88,45.46,14.61,119.9,93.73,938.49,395.75,5574.33,3141.89,1471.19,492.12
NSE:CORONA,C,Corona Remedies Ltd,9177.07,1500.5,Pharma - Formulators,Pharmaceuticals,61.19,7.67,null,null,13.25,15.14,4.92,4.12,null,null,1409.93,37.67,1.54,1336.6,0.14,null,null,null,69,null,30.2,null,4.21,15.06,12.26,1.54,127.48,79.38,185.95,120.59,null,null,86.23,27.96
BSE:CMBL,S,Corporate Merchant Bankers Ltd,1255.4,198,Finance,Finance,17.6,null,-100,-3536.36,75.86,12.12,-0.75,-45.23,-18.55,155.15,244.29,-568.97,52.21,16.63,13.24,0.02,0,0,59.99,0,5.15,-4690.91,null,null,1090.62,52.21,-3464.67,-2225.04,null,0,0,0,91.23,15.58
BSE:COSMICCRF,C,Cosmic CRF Ltd,1077.11,1172.35,Railways,Steel,26.1,2.01,null,null,113.97,3.07,6.55,-6.66,5.72,-27.39,1142,15.81,40.19,971.25,0.19,null,10.41,-6.34,54.76,-6.49,9.38,null,31.09,79.74,20.71,46.95,-235.6,-164.84,20.15,null,null,null,73.28,null
NSE:COSMOFIRST,C,Cosmo First Ltd,1688.91,643.4,Packaging - BOPP,Packaging,11.38,0.53,16.61,41.36,8.91,1.1,-1.72,-7.54,-27.23,-43.77,671.85,10.22,50.78,525.7,1.11,0.72,0.15,-1.31,40.86,-0.11,9.24,48.06,14.87,21.1,22.39,54.94,124.74,57.79,227.79,589.08,2337.49,1591.04,1709.62,1048.05
NSE:CRAFTSMAN,C,Craftsman Automation Ltd,18531.02,7768,Auto & Auto Ancl - CV,Auto Ancillaries,72.18,2.61,54.58,-12.09,30.55,6.12,1.93,10.36,14.23,25.27,7511,21.66,3.73,3700,1.09,0.9,4.24,-0.98,48.7,0,9.39,-10.99,12.2,64.88,109.95,3.73,141.05,34.03,452.53,345.26,4020.18,2566.71,3310.82,1754.82
NSE:CNL,C,Creative Newtech Ltd,1065.96,709.85,E-Commerce - Platform - Utility,E-Commerce/App based Aggregator,19.86,0.51,38.19,10.53,86.15,3.3,-0.1,-6.33,13.49,10.86,726.29,20.03,30,594.75,0.39,0.76,0,0.08,56.62,0.45,18.55,7.26,66.87,59.39,19.35,33.97,41.16,39.99,0,2.15,10.57,8.83,126.08,73.56
NSE:CREDITACC,C,CreditAccess Grameen Ltd,20803.83,1299.4,Finance & Investments - Microfinance,Finance,155.43,3.61,0.76,-89.98,109.02,2.9,-1.93,3.3,-6.68,0.17,1293.64,172.64,12.8,750.2,2.81,3.19,-1.54,1.52,66.37,-0.17,7.65,-90.38,3.11,3.79,73.21,27.65,211.75,146.65,null,3.5,209.69,237.94,20103.16,21841.01
NSE:MUFTI,C,Credo Brands Marketing Ltd,614.22,93.96,Textiles - Readymade Apparel,Retail,8.9,0.99,8.96,15.47,-24.47,1.5,-2.27,-3.77,-16.31,-44.34,97.96,4.48,50.29,91.32,0.58,0.65,-4.35,-0.94,55.01,0.18,18.12,16.34,-1.49,15.13,2.89,71.07,232.71,88.51,0.7,0.83,290.77,236.7,236.99,191.91
NSE:CREST,C,Crest Ventures Ltd,1113.81,391.5,Finance & Investments - Others,Finance,21.55,6.05,-9.77,-40.82,-85.51,0.88,2.85,8.51,11.49,-0.56,388.36,11.81,12.4,319.1,0.16,0.18,0,0.22,69.75,0.63,6.31,-34.57,-53.19,-16.51,22.69,37.02,-16.91,-11.11,null,0,65.81,63.27,201.51,203.37
