companyId,Fundamentals Source,Name,Market Capitalization,Close Price,Industry,Sector,Price To Earnings,Price To Sales,Revenue Growth TTM,PAT Growth TTM,PAT Growth QoQ,Price To Book Value,Returns 1W,Returns 1M,Returns 3M,Returns 6M,SMA 20D,EV To EBITDA,52WH Distance,52WL,Debt To Equity,Debt To Equity 3 Years Back,Change In DII Holdings 1 Year,Change In FII Holdings 1 Year,Promoter Holdings,Change In Promoter Holdings 1 Year,ROCE,PBT Growth TTM,Revenue Growth QoQ,Revenue Growth YoY,52WL Distance,All Time High Distance,CFO To PAT,CFO To EBITDA,CWIP,CWIP 1 Year Back,Fixed Assets,Fixed Assets 2 Years Back,Debt,Debt 2 Years Back
NSE:20MICRONS,C,20 Microns Ltd,656.72,186.11,Mining/Minerals,Mining & Mineral products,10.54,0.71,7.24,4.72,2.91,1.44,-4.91,-5.01,-14.17,-28.35,202.4,6.54,34.45,158.2,0.36,0.37,0.15,-0.73,45.04,0.05,16.4,0.94,-6.63,-3.91,17.64,46.52,50.87,27.2,20.63,9.3,282.61,212.23,163.37,121.37
NSE:360ONE,C,360 ONE WAM Ltd,48539.23,1197.7,Finance - Capital Markets - Wealth Management,Stock/ Commodity Brokers,40.71,12.1,22.1,16.73,3.74,5.19,4.98,5.67,2.21,0.01,1172.63,24.11,5.97,790.5,1.47,2.16,2.23,0.29,6.26,-9.45,10.97,14.35,7.6,51.47,51.51,9.13,-237.45,-120.38,null,88.22,1154.09,586.04,13764.67,9411.06
BSE:3BBLACKBIO,C,3B Blackbio DX Ltd,1455.41,1695.75,Diagnostics,Healthcare,29.52,13.99,16.55,13.23,18.99,4.88,16.56,19.09,23.7,7.09,1454.26,26.19,19.25,1151,0,0.01,0.14,-0.12,41.28,-0.01,22.09,12.42,52.5,16.3,47.33,27.84,90.91,86.52,0,0,17.25,7.4,0.27,0.85
NSE:3MINDIA,S,3M India Ltd,39709.37,35250,Diversified,Diversified,71.66,8.36,13.23,-5.66,7.68,24.67,3.27,-0.34,19.92,17.27,35106.5,44.88,5.51,25718.15,0.06,0.01,-0.03,-0.64,75,0,51.24,9.99,5.9,14.02,37.06,13.72,74.59,46.14,17.63,9.82,null,332.46,103.32,18.18
NSE:5PAISA,C,5paisa Capital Ltd,1170.65,374.7,Finance - Capital Markets - Brokers,Stock/ Commodity Brokers,26.96,3.83,-23.87,-32.13,29.75,1.87,4.29,20.72,19.03,-6.62,352.18,2.12,13.6,287.65,0.46,0.37,0,0.09,32.75,-0.02,9.48,-31.77,2.73,-7.02,30.26,50.6,143.53,77.13,null,0.08,17.12,24.86,290.55,336.32
NSE:63MOONS,C,63 Moons Technologies Ltd,3127.35,678.7,IT - Software,IT - Software,null,40.93,-53.94,-202.19,-2554.76,0.9,3.85,-10.48,-15.59,-37.96,712.94,-4.79,39.94,591.25,0,0,-0.01,-0.47,45.63,0,-1.43,-421.43,-32.55,109.81,14.79,39.94,253.9,59.94,0,0,337.63,369.3,5.3,5.17
BSE:A1L,C,A-1 Ltd,1472,32,Trading,Trading,640,4.72,24.08,-9.39,-88.33,30.19,-18.37,-37.72,25.44,95.12,42.4,183.89,54.55,9.63,0.35,0.29,0.09,3.82,70.03,0,8.25,-10,-2.4,-18.8,232.29,54.55,-288.31,-104.78,0.8,0,9.95,13.12,17.06,10.74
NSE:AADHARHFC,C,Aadhar Housing Finance Ltd,20522.9,473.1,Finance - Housing,Finance,20.66,6.08,18.76,18.5,12.3,2.98,-0.6,-3.64,-6.89,-6.25,485.41,28.27,13.64,346.05,2.55,3.31,-1.21,1.78,75.32,-0.57,10.44,18.96,5.77,17.38,36.71,13.64,-331.93,-252.81,null,0,105.35,79.82,17605.53,13959.62
NSE:AARTIDRUGS,C,Aarti Drugs Ltd,3516.63,385.3,Pharma - API,Pharmaceuticals,17.67,1.42,4.08,30.7,-16.32,2.4,0.14,-0.61,-26.55,-25.94,400.49,13.18,31.69,312,0.39,0.51,2.06,0.18,54.72,-0.92,13.12,13.54,10.55,9.1,23.49,62.48,145.5,85.2,179.14,330.18,1078.34,811.09,573.49,564.28
NSE:AARTIIND,C,Aarti Industries Ltd,12857.6,354.6,Speciality Chemicals,Chemicals,44.27,1.7,8.35,-34.61,146.51,2.25,-1.95,-4.81,-5.83,-22.21,370.56,16.93,28.36,344.2,0.7,0.59,0.09,-3.27,42.18,-0.43,5.91,-37.53,25.37,28.99,3.02,65.21,375.36,124.14,1596,1454.21,6586,5820,3973,3622.67
NSE:AARTIPHARM,C,Aarti Pharmalabs Ltd,7278.52,802.95,Pharma - API,Pharmaceuticals,30.36,3.82,-3.15,5.12,-43.6,3.56,5.41,6.36,-6.22,-16.78,753.75,17.52,17.31,568.1,0.32,0.14,-4.39,0.64,42.88,-3.22,13.06,1.39,8.32,-8.67,41.34,17.31,121.72,71.4,160.5,374.35,1514.98,1091.74,658.78,285.25
NSE:AAVAS,S,AAVAS Financiers Ltd,11367.01,1435.6,Finance - Housing,Finance,18.83,4.5,16.18,13.12,17.74,2.43,-0.95,-3.46,-10.7,-24.85,1460.71,29.61,35.74,1415,3.08,3.01,-11.42,-9.62,48.96,22.49,9.65,13.83,6.29,15.17,1.46,57.02,-289.17,-216.97,null,10.4,156.94,127.2,14412.64,12350.11
BSE:AAYUSHBULL,S,Aayush Art and Bullion Ltd,1691.31,1104.55,Trading,"Diamond, Gems and Jewellery",952.2,17.82,254.8,359.52,-76.28,31.98,-0.17,3.15,9.42,20.94,1083.8,649.33,1.38,725,0,0,0,0,20.7,13.69,4.56,426,1.12,79.53,52.35,1.38,-2237.51,-1650.48,0,0,null,null,0,0
NSE:AFSL,C,Abans Financial Services Ltd,1018.24,201,Finance & Investments - Others,Finance,7.72,0.09,552.68,36.09,28.02,0.86,-0.05,0,-0.03,-10.23,201.9,6.68,25.42,165.49,0.62,0.61,-0.01,5.07,71.43,-0.59,10.53,29.5,260.74,965.35,21.46,67.84,-109.45,-62.68,null,0,16.79,14.93,734.81,928.93
NSE:ABB,C,ABB India Ltd,103252.36,4872.5,Electric Equipment - General,Capital Goods - Electrical Equipment,58.44,8.47,null,null,16.29,39.69,-4.33,-7.05,-6.51,-12.22,5127.03,45.47,25.95,4684.45,null,null,3.46,-4.2,75,0,null,null,4.26,13.69,4.01,46.75,null,null,null,117.01,null,null,null,0
NSE:ABBOTINDIA,S,Abbott India Ltd,58977.44,27755,Pharma - MNC bulk Drugs,Pharmaceuticals,39.09,8.78,10.69,17.46,13.51,14.7,-1.21,-0.18,-6.97,-19.03,28329,32.08,24.99,25325,0.05,0.04,-0.01,0.02,74.99,0,48.38,16.25,1.08,7.62,9.6,24.99,71.54,59.71,23.32,18.08,null,224.94,182.45,83.23
NSE:ABCOTS,C,AB Cotspin India Ltd,910.83,414.7,Textiles - Spinning/Cotton/Blended,Textiles,43.56,3.48,-12.35,59.77,-13.4,6.18,1.31,0.18,-3.2,-4.45,411.39,27.75,17.96,370.1,0.93,null,0,0.11,52.5,17.58,10.17,66.58,-23.92,-37.64,12.05,19.63,-161.29,-54.67,0,33.17,103,72.08,137.39,121.67
NSE:ABINFRA,S,A B Infrabuild Ltd,1223.92,19.16,Construction - Civil/Turnkey,Infrastructure Developers & Operators,56.35,5,78.25,125.67,-58.4,7.79,1.64,0.9,-2.69,10.18,18.59,33.2,14.84,6.17,0.29,0.87,0,0,30.95,-5.87,16.93,118.85,-38.41,-21.02,210.53,14.84,-146.34,-71.42,0,0.33,null,36.22,45.84,38.89
BSE:ABMKNO,C,ABM Knowledgeware Ltd,558.76,279.35,IT - Software,IT - Software,42.58,5.6,9.12,-1.26,-71.43,2.35,-4.67,7.42,-1.97,72.44,272.6,26.69,14.05,145.1,0,0,0,-0.34,66.92,0,9.04,4.38,-12.07,-1.52,92.52,14.05,138.4,119.2,0,0,53.56,52.95,0,0
NSE:ABSMARINE,C,ABS Marine Services Ltd,502.54,204.7,Shipping/Dredging,Shipping,9.88,2.13,null,null,63.52,2.18,7.57,1.31,16.31,-5.93,195.58,6.22,20.97,92.1,0.77,0.73,null,null,63.58,null,10.29,null,36.31,69.94,122.26,51.84,164.71,89.46,0,0,null,null,178.4,48.66
NSE:ACCELYA,C,Accelya Solutions India Ltd,2018.33,1352.2,IT Product Companies,IT - Software,16,3.75,5.25,33.12,-12.78,7.27,3,3.09,-9.94,-4.12,1315.64,10.22,14.14,1218.5,0.22,0.1,-0.34,0.04,74.66,0,52.41,24.3,3.39,7.14,10.97,36.44,112.05,74.37,14.83,6.11,96.61,88.67,62.03,14.64
NSE:ACCENTMIC,S,Accent Microcell Ltd,833.62,347.5,Pharma - Formulators,Pharmaceuticals,22.8,3,5,6.55,8.86,3.55,-1.38,0.83,28.32,28.11,345.1,16.62,8.07,170.26,0.01,0.75,-0.03,-0.03,55.44,0.34,22.47,21.98,0.6,10.58,104.1,8.07,74.62,58.87,12.77,1.86,null,31.31,1.51,22.81
NSE:ACC,C,ACC Ltd,32967.93,1755.6,Cement,Cement,9.88,1.37,19.37,63.56,198.14,1.65,3.08,-0.89,-5.62,-11.86,1740.27,9.15,17.18,1687,0.02,0.01,-3.27,0.85,56.69,0,18.54,54.79,-2.56,27.99,4.07,38.27,71.24,55.91,1941.27,2061.48,11285.53,10007.37,485.44,354.85
NSE:ACMESOLAR,C,ACME Solar Holdings Ltd,13122.32,216.55,Engineering - Turnkey Services,Infrastructure Developers & Operators,26.09,7.23,51.72,-19.12,-12.04,2.74,-4.35,-6.22,-22.83,-22.48,231.58,14.39,33.23,167.75,2.72,7.21,null,null,83.42,null,8.34,-22.88,-8.46,80.19,29.09,33.23,615.19,124.9,1366.45,1362.34,13714.24,6757.92,12997.7,8536.35
NSE:ACE,C,Action Construction Equipment Ltd,10100.04,848.15,Capital Goods - EPC/Cranes,Capital Goods-Non Electrical Equipment,24.14,3.12,4.95,14.31,-7.84,5.67,-7.12,-13.04,-21.23,-26.64,929.3,21.03,38.94,845,0.08,0.01,0,-1.49,65.42,0.01,30.55,15.54,14.13,-1.65,0.37,49.96,100.67,81.46,41.85,28.65,761.12,579.56,142.69,4.46
NSE:ACUTAAS,C,Acutaas Chemicals Ltd,13914.82,1699.6,Pharma - API & CRAMS,Pharmaceuticals,71.41,12.69,34.62,133.98,63.28,9.84,0.85,0.31,9.41,38.75,1697.97,45.91,10.64,918.78,0.01,0.01,2.66,2.97,32.66,-3.3,21.3,129.52,47.75,24.1,84.98,10.64,73.77,50.99,151.93,130.28,700.26,427.16,8.35,216.65
NSE:ADANIENSOL,C,Adani Energy Solutions Ltd,109160.55,908.7,Power - Transmission/Equipment,Power Generation & Distribution,47.68,4.26,22.98,679.77,3.37,4.67,-5.4,-8.61,-4.14,3.66,996.31,16.87,14.89,639.45,1.95,2.92,4.29,-3.86,71.19,1.25,9.2,382.96,-3.28,6.66,42.11,78.55,943.4,103.43,6991.33,5702.24,39437.56,38919.74,45544.99,37069.65
NSE:ADANIENT,C,Adani Enterprises Ltd,248991.41,2157.3,Trading,Trading,33.5,2.68,-9.08,44.16,279.49,4.61,0.17,-4.03,-13,-14.69,2222.59,26.05,17.43,1964.72,2.03,1.67,0.11,-0.08,73.97,0,11.24,51.96,-3.25,-6.01,9.8,46.89,60.09,31.67,41328.57,51515.81,102025.06,79226.82,109464.93,65310.15
NSE:ADANIENPP,S,Adani Enterprises Ltd Partly Paidup,18581.39,1341.6,Trading,Trading,null,null,null,null,null,1.49,null,2.31,null,null,null,null,1.28,1279,null,null,null,null,null,null,null,null,null,null,4.89,1.28,null,null,null,null,null,null,null,null
NSE:ADANIGREEN,C,Adani Green Energy Ltd,153203.85,930.1,Power - Generation/Distribution,Power Generation & Distribution,78.29,12.54,14.89,51.93,-25.18,7.85,-1.69,-9.54,-12.28,-10.45,996.99,24,21.01,758,4.52,9.22,2.59,-2.26,62.43,1.5,7.16,18.97,-20.84,0.1,22.7,69.5,417.99,94.22,16691,14480,88401,62288,88153,64858
NSE:ADANIPORTS,C,Adani Ports & Special Economic Zone Ltd,327599.94,1421.9,Marine Port & Services,Marine Port & Services,25.69,9.43,22.16,22.88,-5.75,4.88,-0.97,-5.14,-3.89,-2.39,1469.42,18.06,8.21,1010.75,0.85,1.17,-0.31,-0.85,68.02,2.13,14.36,21.88,0.45,29.72,40.68,12.3,155.74,94.96,10103.84,11706.1,96621.58,75147.81,56850.7,49303.71
NSE:ADANIPOWER,C,Adani Power Ltd,275057.6,142.63,Power - Generation/Distribution,Power Generation & Distribution,23.38,4.96,1.51,-7.37,-12.06,4.71,0.67,-1.86,-9.37,17.91,143.85,15.17,21.93,92.4,0.83,3.12,1.81,-0.71,74.96,0,17.69,-2.01,-4.62,0.88,54.36,21.93,168.64,100.92,19778.65,12104.42,71101.72,63015.85,48463.69,34615.56
NSE:ATGL,C,Adani Total Gas Ltd,60132.12,546.75,Gas Distribution,Gas Distribution,96.09,11,16.61,-10.87,-1.06,13.34,-1.76,-6.84,-12.05,-17.15,567.43,55.82,31.48,532.6,0.45,0.48,-0.03,-0.26,74.8,0,14.46,-11.36,5.27,19.09,2.66,86.33,147.29,85.06,1834.29,1872.42,3987.31,3178.42,2007.07,1557.25
BSE:ADCINDIA,S,ADC India Communications Ltd,681.88,1482.35,Telecom Services,Telecom Equipment & Infra Services,37.77,3.82,-3.81,-37.72,-13.28,8.85,12.88,17.38,-4.55,24.6,1379.84,28.84,29.07,901.25,0,0,0,0.11,72.02,0,31.03,-38.54,1.42,-9.92,64.48,35.82,106.01,88.82,0,0.24,null,2.79,0,0
NSE:ADFFOODS,C,ADF Foods Ltd,2121.58,193.11,FMCG - Contract Mfg,FMCG,27.59,3.52,6.31,-1.74,73.16,4.01,-2.71,-11.43,-5.68,-30.41,203.69,18.62,35.81,192.01,0.02,0.13,-0.54,1.25,36.13,0,19.47,-0.26,22.37,0.76,0.57,45.44,54.03,38.04,59.98,18.88,192.5,182.33,12.08,55.86
NSE:ABCAPITAL,C,Aditya Birla Capital Ltd,94749.97,362,Conglomerate Backed NBFC,Finance,28.94,2.27,8.08,-13.13,3.73,2.94,2.3,4.01,20.67,33.97,354.13,53.85,1.98,149.01,4.86,4.15,5.16,-3.39,68.58,-0.28,8.16,-6.11,11.49,2.64,142.94,1.98,-826.01,-615.51,null,122.16,1479.24,1182.08,156546.33,109540.1
NSE:ABFRL,C,Aditya Birla Fashion & Retail Ltd,8702.15,71.3,Textiles - Readymade Apparel,Retail,null,1.13,-15.73,-22.14,-26.25,1.39,-4.35,-3.86,-14.8,-6.64,76.01,20.2,33.83,70.55,0.91,2.29,-6.69,-1.06,46.61,-2.64,-2.8,-0.18,8.2,12.56,1.06,65.56,-263.36,243.02,270.67,181.22,9648.55,11878.73,5665.24,9451.4
NSE:ABLBL,C,Aditya Birla Lifestyle Brands Ltd,14171.34,116.11,Textiles - Readymade Apparel,Retail,99.24,1.81,null,null,-2.58,10.81,-1.17,-8.5,-15.31,-25.11,121.15,14.87,33.65,114.25,2.3,null,null,null,46.6,null,11.06,null,10.72,3.71,1.63,33.65,1919.75,96.01,13,null,3280.18,null,2932.45,null
NSE:BIRLAMONEY,S,Aditya Birla Money Ltd,747.56,132.29,Finance - Capital Markets,Stock/ Commodity Brokers,15.22,1.71,-6.07,-39.65,40.1,2.79,-4.86,-11.26,-17.75,-26.09,142.15,8.12,41.46,131.27,6.58,8.02,-0.23,-0.3,73.53,0,9.74,-40.02,12.27,12.78,0.78,56.44,-170.1,-56.74,null,0.07,42.18,36.26,1761.4,1374.63
NSE:ABREL,C,Aditya Birla Real Estate Ltd,17086.09,1529.7,Realty - National,Realty,null,20.28,-66.35,-284.22,34.19,4.52,-5.63,-10.04,-6.27,-29.81,1654.26,-143.03,39.73,1522,1.45,0.27,0.53,-0.31,50.21,0,-3.32,-195.94,-32.78,-63.27,0.51,51.28,869.6,-4371.21,44.55,26.3,1413.72,3734.73,5489.91,2501.69
NSE:ABSLAMC,C,Aditya Birla Sun Life AMC Ltd,24024.84,831.95,Finance - AMC,Finance,24.72,13.48,17.45,8.4,-12.92,6.74,3.67,8.08,-3.58,-4.63,808.69,21.89,8.38,556.45,0.02,0,-0.73,1.02,74.82,-0.08,35.74,10.43,3.11,8.75,49.51,8.76,76.13,71.64,null,1.42,113.48,112.14,68.75,0
NSE:CPPLUS,C,Aditya Infotech Ltd,16298.79,1386.6,Trading,Electronics,82.34,5.24,null,null,112.83,10.27,-1.33,-9.71,0.14,null,1472.77,66.15,20.54,1015,0.45,0.66,null,null,77.12,null,32.26,null,24.27,37.48,36.61,20.54,7.74,11,30.16,15.5,753.12,null,457.31,426.87
BSE:AVL,S,Aditya Vision Ltd,6240.6,483.25,Retail - Electronics,Retail,57.46,2.61,16.52,13.4,-76.94,9.77,-0.42,-4.62,-9.31,30.45,491.09,31.05,19.2,328.25,0.65,3.07,7.72,5.91,47.32,-5.91,17.45,9.47,-51.34,21.72,47.22,19.2,-38.69,-20,5.75,6.25,null,244.14,412.56,318.65
NSE:ADOR,C,Ador Welding Ltd,1810.07,1040.1,Welding Equipments,Capital Goods-Non Electrical Equipment,27.48,1.6,1.9,-2.18,6.84,3.68,-1.65,0.01,-10.96,-4.12,1040.13,17.57,17.45,788,0,0.01,0.44,0.05,53.72,-3.22,19.51,3.03,2.5,5.17,31.99,41.24,228.33,134.51,3.31,4.11,203.64,157.15,1.97,44.69
BSE:ADVAIT,C,Advait Energy Transitions Limited,1486.34,1358.95,EPC,Cables,36.36,2.62,137.94,77.96,22.5,6.49,-4.44,-10.21,-23.27,-33.22,1451.5,21.46,43.82,1020,0.27,0.33,0.57,-0.01,66.81,-2.63,24.77,81.48,32.46,239.33,33.23,43.82,144.99,91.91,2.66,1.78,39.79,41.53,62.16,56.83
NSE:ADVANCE,C,Advance Agrolife Ltd,786.54,122.35,Pesticides/Agrochemicals,Agro Chemicals,30.66,1.57,null,null,null,2.68,-3.58,3.41,11.59,null,123.38,18.37,20.55,102,0.8,null,null,null,69.89,null,22.41,null,null,null,19.95,20.55,22.28,11.99,11,9.43,null,null,80.45,null
NSE:ADVENZYMES,C,Advanced Enzyme Technologies Ltd,3093.1,276.35,Seeds/Tissue Culture/Bio Technology,Pharmaceuticals,20.98,4.38,14.1,7.13,10.61,2.08,-8.7,-9.75,-10.78,-15.75,299.52,14.34,24.55,257.9,0.02,0.03,-2.67,13.28,43.04,0.11,14.1,11.38,-0.74,26.3,7.15,51.6,106.36,73.29,31.03,21.71,682.97,660.11,34.66,47.31
NSE:ADVANIHOTR,S,Advani Hotels & Resorts (India) Ltd,507.58,54.91,Hotels,Hotels & Restaurants,20.57,4.89,0.13,7.89,-141.7,6.8,-1.1,-4.3,-6.1,-11.64,56.85,14.65,19.71,52.29,0.01,0.03,-0.05,0.01,50.25,0,44.8,8.31,-23.74,-9.1,5.01,40.09,80.19,61.24,0.21,0,null,44.49,0.43,1.98
NSE:ADVENTHTL,C,Advent Hotels International Ltd,1126,208.74,Hotels,Hotels & Restaurants,127.28,3.07,null,null,-103.72,1.22,-6.37,-1.07,null,null,228.71,13.69,39.5,190.17,0.71,null,null,null,null,null,6.56,null,-4.35,1.87,9.76,39.5,8636.31,1773.23,162.85,160.36,null,null,620.17,null
NSE:AEGISLOG,C,Aegis Logistics Ltd,24806.93,706.75,Logistics,Trading,34.61,3.34,5.14,28.18,39.15,4.18,-4.87,-4.66,-11.97,-5.21,728.44,21.65,25.33,609.85,0.41,0.54,-0.44,-1.06,58.1,0,15.33,24.41,33.42,31.05,15.89,31.85,70.89,50.84,435.64,1307.79,6389.8,4139.27,2438.78,2665.43
NSE:AEGISVOPAK,C,Aegis Vopak Terminals Ltd,24112.11,217.62,Miscellaneous,Logistics,229.07,35.99,null,null,13.03,5.08,-4.96,-14.56,-24.71,-21.99,242.78,54.85,27.94,213.62,0.42,2.49,null,null,86.93,null,5.57,null,14.4,26.22,1.87,27.94,375.83,104.48,138.98,157.09,6268.22,null,2004.38,3272.95
NSE:AEQUS,C,Aequs Ltd,9051.97,134.97,Engineering - Light - General,Engineering,null,9.03,null,null,44.6,5.31,-4.33,-3.59,null,null,140.88,113.46,18.4,134.01,1.1,null,null,null,59.08,null,-2.34,null,15.36,17.04,0.72,18.4,null,null,395.09,175.39,null,null,785.05,735.93
NSE:AEROENTER,C,Aeroflex Enterprises Ltd,928.31,82.09,Miscellaneous,Steel,16.26,1.49,26.49,8.28,41.75,1.27,2.97,2.59,3.31,-25.86,84.97,7.74,34.01,72.14,0.06,0.4,0.04,0,51.59,0,13.52,4.54,28.16,25.08,13.79,45.82,172.98,136.37,25.14,9.84,304.74,144.21,46.1,63.06
NSE:AEROFLEX,C,Aeroflex Industries Ltd,2266.6,175.27,Stainless Steel,Steel,47.37,5.86,15.21,5.98,98.47,6.3,-4.43,-2.54,3.06,-19.12,191.89,27.62,35.56,148.01,0.03,0.39,-2.11,-0.59,66.99,0,17.51,2.17,31.47,16.72,18.42,35.56,50.63,33.63,25.08,9.84,174.9,83.01,9.3,0.12
NSE:AETHER,C,Aether Industries Ltd,13059.09,984.65,Speciality Chemicals,Chemicals,67.07,13.18,52.08,141.14,14.76,5.61,0.49,13.92,31.61,20.31,915.24,42.7,3.63,725,0.09,0.01,0.76,2.48,74.98,-6.79,10.91,132.94,7.4,38.38,35.81,18.56,63.18,41.5,556.5,363.33,1196.5,859.6,215.19,183
BSE:AFCOM,S,Afcom Holdings Ltd,2173.82,833.9,Air Transport Service,Logistics,25.71,9.11,null,null,0.74,5.72,-0.96,-1.56,1.57,2.51,863.24,31.96,34.28,618,0.12,null,1.59,0.11,42.59,-16.36,27.82,null,18.43,198.27,34.94,34.28,56.55,39.81,0,12.22,17.45,null,26.05,0.48
NSE:AFCONS,C,Afcons Infrastructure Ltd,13036.13,354.45,Construction - Civil/Turnkey,Infrastructure Developers & Operators,25.95,1.02,-0.64,4.28,-23.52,2.42,-2.37,-10.5,-22.81,-15.5,377.59,11.23,34.1,353.5,0.66,0.59,17.94,12.81,50.17,-49.31,15.26,0.73,-11.33,0.97,0.27,37.82,-27.16,-9.75,41.66,32.85,2596.85,2783.79,3565.23,2523.24
NSE:AFFLE,C,Affle 3i Ltd,24245.72,1723.5,Advertisement,IT - Software,57.64,9.81,19.55,22.28,4.75,7.45,-3.39,0.7,-11.47,-11.7,1763.01,42.41,21.15,1246,0.01,0.07,1.78,1.29,54.95,-0.09,15.79,26.89,4.19,19.13,38.32,21.15,111.55,88.17,0,111.47,1413.47,1242.49,38.43,182.63
NSE:AGARIND,C,Agarwal Industrial Corporation Ltd,1030.29,688.8,Petrochem - Others,Petrochemicals,12.37,0.47,-4.09,-32.35,-7.98,1.57,-4.23,-1.23,-22.28,-26.05,715.77,8.29,42.73,667.85,0.63,0.39,-0.38,-1.22,57.2,0,12.3,-28.49,-58.76,-24.83,3.14,50.09,86.3,49.39,14.61,15.55,727.64,589.13,416.71,360.82
NSE:AGI,C,AGI Greenpac Ltd,4334.4,669.95,Packaging - FMCG/Consumers,Packaging,12.32,1.63,null,null,-14.49,1.96,-3.86,-7.2,-23.06,-22.25,724.5,7.9,38.5,599.1,0.21,0.78,0.91,0.3,60.24,0,19.96,null,-12.52,0.4,11.83,48.78,132.92,69.81,100.87,103.22,2032.25,null,459.9,1157.76
BSE:AGIIL,C,AGI Infra Ltd,3462.83,283.45,Realty - Construction & Contracting,Realty,45.06,9.85,16.11,36.96,10.19,10.28,-1.95,6.56,6.88,35.1,270.64,33.33,8.15,137.1,0.42,0.28,0.01,1.75,72.94,0,20.95,22.64,-6.89,9.98,106.75,8.15,-29.87,-21.52,0,0,281.89,251.21,142.58,137.68
NSE:AHLUCONT,C,Ahluwalia Contracts (India) Ltd,6089.17,909,EPC,Realty,23.2,1.4,5.56,-22.62,53.43,3.16,-1.16,-4.56,-4.69,-17.33,950.36,11.93,19.2,620,0.04,0.05,-1.33,1.03,55.32,0,20.43,-22.67,17.16,16.39,46.61,41.07,177.86,105.1,0,11.59,550.71,336.52,74.68,105.02
NSE:AIAENG,C,AIA Engineering Ltd,36842.88,3948,Capital Goods - Mining Equipement,"Castings, Forgings & Fastners",32.7,8.55,-1.68,6.69,-9.07,5,-0.14,4.89,19.15,16.6,3954.98,31.3,5.29,3001.1,0.14,0.09,0.41,-0.63,58.5,0,17.41,3.86,0.85,0.34,31.55,20.24,109.64,101.14,99.77,76.95,1139.58,1110.29,1021.86,461.06
NSE:AIMTRON,C,Aimtron Electronics Ltd,1675.87,820.95,EMS,Electronics,46.64,7.48,null,null,40.42,10.81,0.81,2.17,16.31,2.19,830.25,33.01,21.06,358,0,null,0,0.47,71.44,-28.56,20.73,null,20.77,112.48,129.32,21.06,-72.85,-57.78,0,0,null,null,0.64,null
BSE:AIRFLOA,C,Airfloa Rail Technology Ltd,682.42,284.7,Compressors,Capital Goods-Non Electrical Equipment,42.37,3.45,null,null,-24.63,3.38,-5.9,-15.92,-26.11,null,323.07,15.66,34.09,266,0.54,null,null,null,54.2,null,26.96,null,-15.6,6.37,7.03,34.09,-17.4,-9.21,0,null,null,null,59.98,null
NSE:AJANTPHARM,C,Ajanta Pharma Ltd,33493.99,2680.9,Pharma - Formulators,Pharmaceuticals,34.43,6.74,10.74,11.28,1.9,7.76,-3.03,3.26,9.06,-3.83,2757.66,26.19,12.95,2327.3,0.06,0.01,1.56,-1.28,66.25,-0.01,27.88,5.71,3.92,14.08,15.19,23.07,125.73,91.88,146.13,176.27,1872.84,1464.89,245.89,35.28
NSE:AJAXENGG,S,Ajax Engineering Ltd,6457.69,564.45,Capital Goods - EPC/Cranes,Capital Goods-Non Electrical Equipment,35.32,2.92,21.28,3.21,-26.12,5.16,-3.05,-6.27,-10.13,-19.81,590.21,21.23,25.36,549.1,0,0.02,9.42,6.51,80,-13.5,26.78,2.74,-4.65,47.79,2.8,25.36,16.42,13.43,35.02,20.64,null,167.19,0.54,8.23
NSE:AJMERA,C,Ajmera Realty & Infra India Ltd,3596.44,182.75,Realty - Construction & Contracting,Realty,27.77,4.38,-1.26,-0.3,-20.79,2.85,-2.16,-5.63,-12.38,-1.2,190.48,17.36,17.46,136.31,0.52,1.07,-0.74,0.46,68.23,-5.97,13.09,4.58,-15.24,9.56,34.07,25.4,5.97,3.27,0,0,77.08,71.42,652.24,807.63
BSE:AKCAPIT,C,AKCapital Services Ltd,923.24,1398.85,NBFC - Others,Finance,9.68,1.73,4,6.16,29.28,0.91,-1.98,4.88,22.71,21.74,1430.39,11.25,18.61,896.3,3.22,2.58,-2.1,0,72.09,0.59,8.49,2.62,14.61,28.28,56.07,18.61,-548.11,-140.1,null,0,64.79,75.15,3264.27,2753.92
NSE:AKUMS,C,Akums Drugs & Pharmaceuticals Ltd,6989.87,444.1,Pharma - Formulators,Pharmaceuticals,21.44,1.7,0.69,14.09,-33.99,2.22,-0.16,5.56,-3.96,-20.92,445.08,12.38,30.17,405,0.03,0.86,7.41,-5.22,75.26,0,11.84,59.4,-0.63,-1.51,9.65,62.23,135.32,100.15,158.11,162.79,1420.59,1191.05,90.28,565.22
NSE:AKZOINDIA,C,Akzo Nobel India Ltd,14066.49,3088.8,Building Materials - Paints,Paints/Varnish,7.07,3.6,-3.03,357.66,1749.23,6.24,-1.44,-14.77,-8.88,-11.89,3150.97,24.42,21.96,3022,0.03,0.05,5.65,4.23,69.76,-5,102.69,306.83,-16.1,-15.01,2.21,33.92,72.41,48.48,73.8,66.7,1579.9,526,71.2,60.4
NSE:ALEMBICLTD,C,Alembic Ltd,2469.47,96.17,Finance - Holding Company,Realty,7.62,11.03,16.53,14.11,327.3,0.97,-1.88,-6.04,-1.77,-20.53,100.05,26.03,25.15,85.46,0,0,-0.04,-0.59,70.88,0,6.33,16.57,12.28,5.58,12.53,43.09,59.74,92.17,0.22,0,426.33,368.77,12.58,9.15
