companyId,Fundamentals Source,Name,Market Capitalization,Close Price,Industry,Sector,Price To Earnings,Price To Sales,Revenue Growth TTM,PAT Growth TTM,PAT Growth QoQ,Price To Book Value,Returns 1W,Returns 1M,Returns 3M,Returns 6M,SMA 20D,EV To EBITDA,52WH Distance,52WL,Debt To Equity,Debt To Equity 3 Years Back,Change In DII Holdings 1 Year,Change In FII Holdings 1 Year,Promoter Holdings,Change In Promoter Holdings 1 Year,ROCE,PBT Growth TTM,Revenue Growth QoQ,Revenue Growth YoY,52WL Distance,All Time High Distance,CFO To PAT,CFO To EBITDA,CWIP,CWIP 1 Year Back,Fixed Assets,Fixed Assets 2 Years Back,Debt,Debt 2 Years Back
NSE:BASILIC,C,Basilic Fly Studio Ltd,711.08,281.45,Entertainment & Media,Entertainment,17.36,2.34,null,null,-38.81,2.48,9.36,-1.87,-20.22,-38.43,267.56,11.07,44.79,223.15,0.25,1.05,2.17,3.12,55.32,-4.58,22.28,null,10.33,12.39,26.13,57.2,21.12,14.88,0,0,null,null,51.22,4.27
NSE:BATAINDIA,C,Bata India Ltd,10953.76,852.25,Footwear,Leather,61.58,3.15,-0.64,-48.93,375.54,7.22,0.37,-6.13,-18.11,-21.88,870.78,16.62,37.78,838.95,0.9,0.87,0.16,-1.3,50.16,0,12.96,-46.23,17.89,2.82,2.14,62.12,223.14,100.06,0.96,14.49,1687.76,1510.86,1378.15,1357.29
NSE:BAYERCROP,S,Bayer CropScience Ltd,21532.66,4791.2,Pesticides/Agrochemicals,Agro Chemicals,32.12,3.83,7.7,28.75,-37.33,6.9,6.71,8.21,6.06,-15.15,4494.64,25.14,26.34,4217.45,0.03,0.03,-0.24,0.41,71.43,0,25.93,26.59,-28.79,4.62,13.72,33.36,46.13,37.99,8.8,118.7,null,526.7,102,47.1
NSE:BCLIND,C,BCL Industries Ltd,877.82,29.74,Diversified,Alcoholic Beverages,7.49,0.3,9.01,29.24,12.11,1.03,6.06,-0.67,-21.92,-28.81,28.69,6.06,39.76,26.07,0.78,1.01,0.02,-0.39,58.03,0.27,12.91,21.27,5.02,-1.26,13.92,65.59,61.45,30.89,80.5,109.9,707.28,640.81,662.27,477.07
BSE:BEEKAY,C,Beekay Steel Industries Ltd,803.03,421.05,Steel Products,Steel,11.73,0.7,19.99,-46.04,-62.89,0.76,0.06,-2.83,-9.23,-16.58,418.63,10.71,30.66,380.25,0.28,0.28,0,0,71.75,0.25,7.57,-41.85,-6.07,16.08,10.73,50.17,168.26,119.45,88.21,216.67,646.26,333.93,297.73,226.75
NSE:BELRISE,C,Belrise Industries Ltd,16614.93,186.71,Auto Ancillaries - 2 Wheelers,Auto Ancillaries,29.78,1.8,22.38,82.12,-8.28,3.33,3.75,6.25,13.66,37.91,173.22,15.61,3.86,89.15,0.29,1.15,null,null,66.46,null,13.79,90.29,-0.55,8.02,108.93,3.86,198.17,68.98,239.15,263.09,3044.21,2460.06,1418.2,2504.18
NSE:BLAL,S,BEML Land Assets Ltd,797.7,191.55,Construction & Contracting,Construction,null,null,null,4.01,13.21,-367.31,1.37,-5.01,-7.06,-4.54,192.57,-257.47,18.72,180.5,0,0,-0.01,-0.01,54.03,0,145.16,4.01,null,null,5.82,49.4,-25.18,-32.47,0,0,null,9.53,0,0
NSE:BEML,C,BEML Ltd,14458.14,1735.9,Aerospace & Defence - Equipments,Aerospace & Defence,64.25,3.44,8.38,-4.84,-146.6,5.17,7.33,-1.93,-12.46,-14.76,1730.24,33.61,28.7,1175,0.24,0.16,0.28,-1.91,54.03,0,11.36,-2,29.1,23.69,47.9,36.67,62.6,36.21,170.97,106.99,603.36,528.13,665.98,70.9
BSE:BENARAS,S,Benares Hotels Ltd,1241.5,9550,Hotels,Hotels & Restaurants,28.25,8.89,14.55,13.31,134.05,6.78,0.31,-0.1,2.12,3.04,9513.44,19.5,23.6,8999.95,0.02,0.04,0.01,0.01,62.58,0,31.67,13.14,74.18,7.1,6.11,23.6,96.79,70.57,33.18,18.93,null,71.17,3.88,3.78
BSE:BENGALASM,C,Bengal & Assam Company Ltd,7275.69,6380,Finance & Investments - Others,Finance,1.98,3.27,-58.92,-89.27,125.22,0.71,4.5,-2.38,-13.36,-20.32,6275.29,17.11,30.65,5925,0.05,0.94,0,-0.14,72.87,-0.14,4.85,-87.46,12.08,8.9,7.68,44.52,98.39,73.37,null,null,459.14,478.37,559.4,421.62
NSE:BERGEPAINT,C,Berger Paints India Ltd,53867.64,462,Building Materials - Paints,Paints/Varnish,51.05,4.6,3.13,-7.6,31.48,8.58,-2.2,-11.28,-20.07,-14.05,480.18,30.33,23.65,448.75,0.11,0.26,1.48,-0.69,74.98,-0.01,20.94,-7.47,5.53,0.3,2.93,36.51,107.29,68.37,216.39,125.32,3743.24,3501.33,697.33,753.29
NSE:BESTAGRO,C,Best Agrolife Ltd,673.52,18.99,Pesticides/Agrochemicals,Agro Chemicals,18.62,0.49,-17.91,25.62,-132.73,0.93,-4.57,-36.93,-7.73,-27.04,20.62,7.99,46.32,16.28,0.56,1.08,-0.63,0.53,50.44,0.34,7.68,22.42,-60.74,-25.97,17.32,83.86,326.46,113.94,1,0.91,355.84,361.8,435.68,636.6
NSE:BETA,C,Beta Drugs Ltd,1386.59,1373.6,Pharma - API,Pharmaceuticals,21.07,3.6,15.2,2.2,33.04,7.07,-0.44,-13.63,-17.62,-28.87,1450.04,18.66,31,1313.5,0.67,0.18,1.9,-0.02,64.9,-1.83,19.39,9.32,11.83,12.92,5.06,37.7,85.21,48.45,0,0,null,null,132.71,16.04
NSE:BFINVEST,C,BF Investment Ltd,1522.15,404.1,Finance & Investments - Others,Finance,18.55,23.6,34.79,-65.44,123.73,0.22,1.2,0.04,-10.56,-8.91,390.36,19.95,26.29,360.5,0,0,-0.08,-0.11,74.13,0,3.08,-65.99,-47.75,9.18,15.01,49.99,9.56,38.74,null,0,14.31,14.86,0,0
NSE:BFUTILITIE,C,BF Utilities Ltd,1966.44,522.05,Power - Generation/Distribution,Power Generation & Distribution,13.27,2.35,-12.72,21.9,-7.78,9.74,-2.39,-14.12,-22.65,-27.7,532.43,4.26,42.02,506.4,4.62,-9.53,0.01,0.03,56.72,0,50.64,33.8,-5.2,-14.54,2.89,53.85,159.79,87.16,78.5,54.3,null,1195.31,931.77,1482.41
NSE:BGRENERGY,C,BGR Energy Systems Ltd,2430.4,336.8,Infra - Engineering - General,Infrastructure Developers & Operators,null,6.6,-22.9,66.93,-207.9,-1.25,2.42,5.05,-20.21,179.63,340.42,-9.89,31.54,69.05,-2.07,20.08,-0.26,0.05,51.01,0,-20.31,66.94,-6.65,17.65,386.6,31.54,190.88,328.1,0.24,0.25,287.28,299.52,3998.36,1832.6
NSE:BHAGERIA,C,Bhageria Industries Ltd,703.54,161.2,Dyes & Pigments,Chemicals,14.08,0.9,32.27,61.3,-5.49,1.22,0.34,-3.83,-19.13,-7.79,165.57,8.38,34.16,132,0.13,0.08,0,0.94,71.75,0,10.81,58.44,18.18,41.79,22,51.05,127.9,60.78,37.84,10.8,354.88,347.6,73.62,47.21
NSE:BHAGCHEM,C,Bhagiradha Chemicals & Industries Ltd,2758.19,212.71,Pesticides/Agrochemicals,Agro Chemicals,210.6,5.51,16.63,-39.8,-16,3.99,-6.55,-2.09,-15.26,-24.97,216.02,68.35,35.89,198.02,0.27,0.16,-0.09,0.02,19.6,-0.68,3.47,-44.73,-18.65,10.94,7.17,52.6,-381.02,-142.9,377.36,289.2,255.93,216.17,188.83,61.65
NSE:BHAGYANGR,C,Bhagyanagar India Ltd,508.14,158.82,Power Generation & Supply,Power Generation & Distribution,14.01,0.24,32.65,204.96,13.93,2.23,-3.96,-3.87,13.1,73.93,167.73,10.84,18.13,65,1.63,1.49,0,0.29,65.12,-5.4,13.4,181.09,-0.53,46.35,143.08,18.13,-1023.89,-387.66,0,0,76.69,77.24,368.73,100.71
NSE:BEPL,C,Bhansali Engineering Polymers Ltd,2106.34,84.64,Petrochem - Polymers,Petrochemicals,12.63,1.59,0.29,-7.56,-11.85,2.02,-1.13,-0.28,-11.93,-22.06,84.03,10.1,31.93,80,0,0,-0.09,-0.38,57.47,0,21.91,-6.92,5.58,-11.4,5.34,52.39,60.41,50.7,31.66,11.4,133.46,132.57,0,0
NSE:BBL,S,Bharat Bijlee Ltd,2827.02,2501.1,Capital Goods - Transformers,Capital Goods - Electrical Equipment,21.56,1.33,13.68,-0.58,-12.58,1.29,-11.84,-10.33,-15.05,-11.82,2621.44,16.59,28.12,2350,0.09,0.21,-0.12,-1.73,33.65,-0.03,7.98,0.49,20.05,10.63,6.3,56.1,131.16,104.76,47.4,14.11,null,130.03,191.14,150
NSE:BHARATCOAL,S,Bharat Coking Coal Ltd,16415.93,35.25,Mining/Minerals,Mining & Mineral products,97.92,1.19,null,null,56.82,2.89,-4.83,null,null,null,37.93,9.96,22,35.09,0.04,0,null,null,90,null,26.51,null,8.21,-24.55,0.23,22,64.22,45.33,1616.78,1367.81,null,null,233.17,212.64
NSE:BDL,S,Bharat Dynamics Ltd,45585.71,1243.6,Aerospace & Defence - Equipments,Aerospace & Defence,78.61,12.19,54.35,2.52,-66.22,10.8,-1.96,-18.32,-18.14,-21.9,1381.06,90.84,40.74,907,0,0,2.24,-0.8,74.93,0,18.86,4.44,-50.6,-31.91,36.99,40.74,30.45,35.44,171.17,230.32,null,823.63,1.24,3.74
NSE:BEL,C,Bharat Electronics Ltd,318377.42,435.55,Aerospace & Defence - Equipments,Aerospace & Defence,53.38,12,14.46,19.76,22.82,14.77,1.37,5.28,3.79,12.05,430.61,40.14,5.62,240.25,0,0,-0.45,1.16,51.14,0,37.06,20.86,23.51,23.97,81.35,5.62,11.1,8.58,564.38,1051.8,4113.74,3472.51,58.89,62.51
NSE:BHARATFORG,C,Bharat Forge Ltd,83130.05,1738.8,"Castings, Forgings & Fastners","Castings, Forgings & Fastners",73.55,5.15,4.55,32.73,-8.85,8.9,11.64,19.07,25.51,47.53,1510.95,31.23,2.3,919.1,0.71,1.09,5.72,-5.48,44.07,0,12.65,21.58,7.71,24.96,89.65,3.4,196.69,66.68,1880.43,1731.72,7273.42,6323.77,6658.37,7947.53
BSE:BGDL,S,Bharat Global Developers Ltd,1083.48,107,Diversified,Trading,103.88,2.55,-74.04,-80.81,-323.53,5.64,-1.06,-15.28,-41.1,35.36,112.63,1064.23,91.35,71.05,0.42,7.87,0,0,0,0,1.61,-80.84,-100,-100,50.6,93.72,-975.84,-2198.5,0,0,null,0.03,81.41,3.71
NSE:BHEL,C,Bharat Heavy Electricals Ltd,89053.77,255.75,Capital Goods - Engineering Heavy,Capital Goods - Electrical Equipment,109.29,2.92,10.36,56.87,4.14,3.65,-4.07,-3.69,-9.2,14.11,260.21,65.85,16.44,176,0.45,0.22,4.2,-1.69,63.17,0,5.3,64.64,12.8,16.44,45.23,23.78,410.54,176.54,275.05,195.43,2958.06,2600.08,10969.31,8856.46
BSE:BPLPHARMA,C,Bharat Parenterals Ltd,720.21,1045,Pharma - Formulators,Pharmaceuticals,null,2.06,14.98,-22.29,-12.44,2.18,7.12,-11.32,-7.09,-26.11,1028.52,44.3,37.32,802,0.39,0.27,0,0,67.19,0,-1.67,-20.96,0.88,-9.78,30.3,44.12,62.4,-1009.41,30.29,30.22,245.13,211.63,130.68,157.58
NSE:BPCL,C,Bharat Petroleum Corporation Ltd,162303.49,374.1,Refineries,Refineries,6.49,0.36,0.48,79.19,16.1,1.73,-3.17,5.35,-0.25,15.97,369.36,5.23,4.51,234.01,0.56,1.29,-2.7,3.74,52.98,0,24.52,73.31,13.42,5.18,59.82,4.51,177.54,93.21,15332.89,26386.79,101930.7,98322.49,52966.83,54599.05
NSE:BHARATRAS,C,Bharat Rasayan Ltd,2776.55,1670.5,Pesticides/Agrochemicals,Agro Chemicals,20.92,2.24,5.46,-27.45,43.58,2.31,-8.65,-23.74,-34.3,-41.34,1784.99,15.56,44.58,1530.7,0.08,0.03,-0.03,-0.02,74.99,0,14.08,-24.75,-5.42,5.48,8.62,56.05,122.06,98.36,24.76,15.26,223.31,230.23,90.44,80.47
BSE:BHARATSE,S,Bharat Seats Ltd,1034.63,164.75,Auto Ancillaries - Seats,Auto Ancillaries,25.62,0.58,50.73,37.41,0,5,-1.96,1.38,-9.38,34.43,154.05,12.85,31.23,61.1,0.64,0.45,0.1,0.06,74.66,0.08,18.89,38.01,7.07,60.26,169.64,31.23,294.02,127.42,5.64,89.57,null,275.64,132.22,159.89
NSE:BHARATWIRE,S,Bharat Wire Ropes Ltd,1200.99,175.11,Steel - Wires,Steel,15.65,1.93,4.41,4.16,-17.57,1.55,2.37,-1.57,-10.83,-1.22,170.82,9.41,29.63,122.23,0.13,1.02,-1.73,-0.79,41.27,0.03,13.16,4.43,-13.23,-11.74,43.17,56.32,102.23,55.94,61.67,46.9,null,475.75,101.81,132.23
NSE:BHARTIARTL,C,Bharti Airtel Ltd,1143101.05,2004.7,Telecom Services,Telecom-Service,38.23,5.62,25.05,36.85,-1.71,9.71,-1.65,-1.1,-4.14,7.37,1995.31,11.61,7.79,1559.5,1.77,2.92,0.03,4.49,48.87,-4.24,20.31,41.53,3.52,19.62,28.57,7.79,262.35,105.55,10219.2,10998.9,395060.3,311299.5,208009.7,215592.3
NSE:AIRTELPP,S,Bharti Airtel Ltd Partly Paidup,62216.82,1586,Telecommunications - Service Provider,Telecom-Service,null,null,null,null,null,11.86,null,-1.78,0.17,11.77,1592.01,null,8.27,1097.6,null,null,null,null,null,null,null,null,null,null,44.5,8.27,null,null,null,null,null,null,null,null
NSE:BHARTIHEXA,S,Bharti Hexacom Ltd,83435,1668.7,Telecom Services,Telecom-Service,47.55,9.04,13.56,40.64,12.46,13.34,-1.82,-0.68,-7.77,-1.88,1625.5,18.92,18.86,1234,1.06,2.19,1,-1.03,70,0,21.76,36.11,1.83,4.85,34.98,18.86,306.82,109.18,262,297.3,null,13862.6,6607,8104.6
NSE:BIL,C,Bhartiya International Ltd,1170.73,873,Textiles,Leather,29.97,0.91,32.93,1635.05,-32.6,2.39,-4.67,31.83,0.4,-1.48,809.61,13.99,12.67,444,1.04,1.29,-0.18,-0.77,61.17,3.82,10.16,417.68,-8.38,39.16,93.69,12.67,283.51,49,3.11,2.64,151.17,179.27,503.82,516.96
NSE:BIGBLOC,C,BIGBLOC Construction Ltd,791.69,55.92,Cement,Cement - Products,null,3.03,14.51,-165.54,114.29,6.01,-2.78,-18.39,9.99,7.09,58.97,59.18,30.51,48.25,1.51,1.16,-0.08,0,72.81,0.19,1.99,-155.35,8.16,28.14,15.21,62.57,404.16,44.38,16.36,11.53,233.06,172.34,197.72,142.51
NSE:BIKAJI,C,Bikaji Foods International Ltd,16031.67,639.75,FMCG - Snacks,FMCG,65.02,5.56,9.98,-11.82,-19.96,10.72,-1.54,-8.8,-9.36,-10.55,662.59,41.37,21.67,558.8,0.21,0.18,4.67,-2.78,73.92,-1.06,18.86,-11.57,-4.85,10.51,14.75,36.38,99.54,58.94,131.04,97.8,987.59,811.68,309.73,166.34
NSE:GROWW,C,Billionbrains Garage Ventures Ltd,106753.83,172.92,Finance - Capital Markets - Brokers,Stock/ Commodity Brokers,62.65,27.36,null,null,16.04,12.66,2.19,6.29,25.59,null,168.87,44.99,10.77,112,0.11,0,null,null,27.81,null,46.8,null,19.37,24.78,54.39,10.77,-52.74,-40.56,0,0,null,null,544.36,0
NSE:BIOCON,C,Biocon Ltd,61262.21,377.95,Pharma - Formulators,Pharmaceuticals,77.45,3.64,13.99,-47.22,-139.01,1.61,3.43,0.17,-9.46,4.8,370,20.8,11.15,291,0.62,1.01,6.34,1.73,54.45,-6.18,3.83,-60.02,-2.85,9.2,29.74,22.59,284.12,128.26,4650.8,8508.4,37262.4,34651.7,16535.5,16276.7
NSE:BIRLACORPN,C,Birla Corporation Ltd,8105.58,1052.6,Cement,Cement,15.61,0.84,6.41,123.92,-41.69,1.33,-2.37,-0.14,-10.94,-18.49,1063.04,7.71,31.15,910.25,0.45,0.75,-0.77,0.94,62.9,0,9.59,121.95,-2.17,-4.34,16.12,41.34,565.51,137.16,642.31,560.47,9365.25,9790.66,3196.16,3903.47
NSE:BIRLANU,C,BirlaNu Ltd,1343.41,1781.5,Cement Products,Cement - Products,null,0.37,3.13,1368.92,-23.73,1.13,5.97,0.99,0.47,-9.49,1658.8,59.45,27.13,1500.1,0.88,0.35,-2.34,1.34,40.57,0,-2.41,352.76,5.89,6.53,17.97,73.81,-249.48,140.14,11.75,56.53,1785.77,1415.43,1041.24,776
NSE:BSOFT,C,Birlasoft Ltd,11118.34,398.95,IT - Software,IT - Software,23.99,2.11,-2.63,-19.18,3.26,3,-8.43,-6.15,0.71,7.52,426.52,14.93,22.84,331,0.04,0.04,-0.52,-0.14,40.51,-0.31,19.61,-4.98,1.4,-1.11,20.45,53.74,113.69,84.24,9.16,22.52,783.05,697.09,151.35,93.18
BSE:BIZOTIC,S,Bizotic Commercial Ltd,842.59,1048,Trading,Retail,77.8,6.4,33.81,198.35,242.04,14.52,2.9,-0.47,36.38,293.25,1002.9,52.28,0.47,73.4,0.06,2.13,0,0,70,0,10.93,184.68,27.34,39.58,1327.79,0.47,126.72,76.96,0,0,null,1.62,3.55,4.33
NSE:BBOX,C,Black Box Ltd,9282.77,544.5,Data Centre,IT - Software,43.32,1.5,4.62,15.13,-10.73,10.05,2.78,5.45,-4.04,9.44,521.75,19.55,11.62,320.85,1.15,2.12,2.44,-0.9,70.11,-0.49,19.59,9.86,4.73,10.51,69.08,24.1,-42.78,-16.3,0,0,820.2,808.2,1038.36,712.25
NSE:BLACKBUCK,C,Blackbuck Ltd,11522.88,634.9,Logistics,Logistics,20.23,19.58,47.78,-198.74,8.63,8.7,1.82,-3.47,-9.9,13.85,588.49,67.23,15.78,373.2,0.04,0.5,3.24,16.53,25.12,-2.72,12.69,-140.83,13.66,50.71,68.81,15.78,-152.37,62.57,0,0,74.99,39.26,47.73,184.21
NSE:BLISSGVS,C,Bliss GVS Pharma Ltd,2304.3,217.82,Pharma - Formulators,Pharmaceuticals,21.09,2.65,7.19,66.52,-13.33,2.04,18.9,34.05,30.59,28.1,181.32,15.39,2.91,108.12,0.05,0.12,-0.77,1.04,35.36,0.25,15.17,71.07,-10.7,3.72,102.22,2.91,117.35,83.6,39.37,20.71,392.07,370.05,52.49,99.84
NSE:BLKASHYAP,C,BLKashyap & Sons Ltd,1136.67,50.42,Construction - Civil/Turnkey,Construction,105.04,0.87,9.08,-80.15,237.24,2.16,-7.77,7.92,-9.8,-26.71,50.01,17.62,36.97,45,0.59,0.72,-0.18,-0.27,61.71,0.06,10.62,-32.31,-8.8,33.91,12.07,58.2,278.17,116.97,0.2,0.21,220.07,154.06,308.86,309.58
NSE:BLSE,C,BLS E-Services Ltd,1487.59,163.73,IT - Software,IT - Software,26.58,1.44,192.16,30.38,-16.74,2.95,-1.36,-6.54,-20.93,-9.86,166.22,17.41,29.58,131.31,0.01,0.05,0.1,0.21,68.89,0,18.16,31.34,4.05,119.92,24.69,61.36,114.41,111.3,11.79,10.75,178.78,92.92,7.44,7.31
NSE:BLS,C,BLS International Services Ltd,11088.18,269.3,Services - Others,IT - Software,17.22,3.85,47.64,42.15,-8.34,5.19,-7.9,-9.43,-16.63,-28.87,277.72,13.56,37.31,245.95,0.19,0.01,1.56,-4.56,70.39,0.01,31.07,42.81,-0.02,43.6,9.25,48.51,153.59,131.7,11.79,10.75,1494.04,295.51,403.57,30.6
BSE:BLUECLOUDS,C,Blue Cloud Softech Solutions Ltd,1790.07,23.77,IT - Software,IT - Software,21.81,2.27,9.88,54.31,20.49,2.01,31.33,20.05,-14.01,-22.19,19.53,19.17,37.63,14.95,0.55,null,0,-9.67,38.48,2.71,36.24,51.15,4.94,80.9,58.53,81.84,-28.35,-17.87,0,0,56.46,52.11,87.43,68.24
NSE:BLUEDART,C,Blue Dart Express Ltd,13789.49,5811.5,Logistics,Logistics,54.36,2.29,7.09,-7.77,-16.04,8.46,-0.58,7.51,-3.84,-1.06,5583.85,15.7,19.55,5190.5,0.66,0.95,1.12,-1.85,75,0,15.46,-9.67,4.31,6.91,11.98,39.7,291.23,84.25,34.85,76.95,1911.68,1822.94,1080.6,1072.95
NSE:BLUEJET,S,Blue Jet Healthcare Ltd,6891.78,397.3,Pharma - API & CRAMS,Pharmaceuticals,19.54,5.85,20.56,25.06,-22.96,5.49,-3.44,-20.44,-31.62,-49.82,428.73,20.61,61.34,392,0.02,0.01,2.62,0.03,79.81,-6.19,31.2,25.41,16.27,-39.57,1.35,61.34,14.99,12.12,158.76,89.16,null,171.93,20.63,1.61
BSE:BPAGRI,S,Blue Pearl Agriventures Ltd,2952.54,49,Trading,Trading,null,59.9,106.32,-46.74,0,48.51,-8.36,-29.74,-34.19,-48.93,55.23,5771.86,57.25,14.52,0,-2.65,-0.02,23.23,0.08,-19.58,0.85,-60.31,9.16,32.75,237.47,57.25,-9304.84,-7696.73,0,0,null,0,0,0.41
NSE:BLUESTARCO,C,Blue Star Ltd,41065.39,1997.2,Consumer Electronics,Consumer Durables,83.08,3.33,9.51,-11.28,-18.46,13.22,6.18,11.38,11.88,13.91,1822.46,46.98,11.89,1521,0.33,0.5,4.56,-3.83,36.49,0.03,17.38,-13.12,20.76,4.2,31.49,17.25,116.37,78.55,59.78,123.17,1679.87,1183.54,1030.19,242.93
NSE:BLUESTONE,C,Bluestone Jewellery & Lifestyle Ltd,6627.21,436.75,"Diamond, Gems & Jewellery","Diamond, Gems and Jewellery",null,2.99,null,null,232.15,3.97,2.14,-8.2,-23.8,null,444.03,26.82,44.92,411.85,0.95,null,null,null,16.36,null,4.39,null,45.76,27.52,6.05,44.92,300.14,-886.51,1.52,5.39,1070.87,null,1590.35,null
NSE:BLUSPRING,C,Bluspring Enterprises Ltd,914.7,61.41,Diversified,Diversified,null,0.28,null,null,-759.94,1.33,10.25,-8.49,-21.58,-25.82,60.65,20.46,39.13,54.95,0.35,0.22,null,null,58.24,null,-1.99,null,0.59,9.05,11.76,39.13,12.35,-27.13,0,6.89,495.24,null,243.16,159.75
BSE:BMW,C,BMW Industries Ltd,828.09,36.79,Steel Products,Steel,12.69,1.35,0.67,-14.1,16.97,1.1,-1.47,-7.98,-10.62,-22.4,37.46,7.23,38.33,34.99,0.26,0.39,0,0,74.36,0,10.49,-16.11,11.92,9.87,5.32,57.15,144.5,73.52,51.45,54.97,658,502.11,193.79,105.61
NSE:BMWVENTLTD,S,BMW Ventures Ltd,503.12,58.02,Trading,Trading,13.37,0.24,null,null,61.74,1.17,-3.2,14.35,-15.3,null,56.87,8.79,25.74,50.02,2.04,1.31,null,null,73.02,null,12.91,null,12.22,16.14,15.79,25.74,153.03,61.18,0.53,16.25,null,null,428.39,283.58
BSE:BNAGROCHEM,C,BN Agrochem Ltd,2669.2,273,Trading,Trading,15.83,3.71,794.93,3114.65,-137.83,6.01,-5.45,-21.45,-27.2,-14.12,307.95,-84,34.99,104,0.2,-1.01,0,-0.22,5.93,-49.3,7.15,2105.7,-11.26,125.44,162.5,34.99,-158.28,83.79,0,0,1.12,0,86.9,1.2
NSE:BODALCHEM,C,Bodal Chemicals Ltd,627.2,49.8,Dyes & Pigments,Chemicals,17.72,0.34,15.56,2115,-37.15,0.56,-0.5,-0.72,-14.45,-24.66,49.24,9.13,38.9,46,0.77,0.71,0,0,57,-0.33,6.04,-6408.33,5.78,12.09,8.24,74.3,614.97,68.07,61.32,60.77,1278.04,1313.57,866.31,903.8
NSE:BOMDYEING,C,Bombay Dyeing & Manufacturing Company Ltd,2415.22,116.94,Textiles - Processing/Texturising,Textiles,139.21,1.7,-12.51,-96.8,-613.02,1.02,-2.29,-4.29,-24.71,-30.96,118.24,-35.96,40.46,108.29,0,-2.92,-0.47,-0.33,53.57,-0.01,1.2,-97.37,-10.65,-21.89,8.17,63.61,-3.47,63.51,54.58,26.67,586.18,574.56,3.04,2.75
NSE:BSHSL,S,Bombay Super Hybrid Seeds Ltd,955.98,91.1,Seeds/Tissue Culture/Bio Technology,FMCG,35.59,2.87,-2.85,4.54,245.54,8.01,-0.65,-8.32,-22.22,-30.16,91.84,27.47,42.4,87.1,0.25,0.94,0,0,73.85,0,23.46,10.4,300.3,-15.94,4.71,86.3,-117.86,-95.09,0,0,null,7.43,29.84,48.02
BSE:BONDADA,C,Bondada Engineering Ltd,3814.82,341.85,Infra - Engineering - General,Infrastructure Developers & Operators,19.86,2.43,null,null,3.59,6.61,1.08,3.39,-15.29,-18.74,322.8,23.01,32.97,295,0.42,0.66,0.26,-0.38,61.55,-1.78,29.24,null,8.11,89.41,15.88,54.66,-136.99,-90.34,2.74,2.21,null,null,181.61,84.23
NSE:BORANA,S,Borana Weaves Ltd,989.21,371.25,Textiles - Weaving,Textiles,15.92,2.7,34.37,49.1,11.41,4.02,-0.92,17.54,38.76,70,361.12,12.59,8.31,211,0.18,1.69,null,null,65.24,null,25.85,49.48,16.61,42.04,75.95,8.31,56.32,35.84,0.74,0.04,null,74.35,43.42,70.78
NSE:BOROLTD,C,Borosil Ltd,3029.61,253.35,Opalware,Glass & Glass Products,40.28,2.56,11.3,10.33,5.46,3.56,0.3,-8.82,-24.95,-24.41,252.54,17.63,36.42,240.1,0.09,0.19,0.66,-0.45,64.62,-0.06,11.81,10.92,-0.47,0.19,5.37,50.96,-26.04,-11.37,7.11,18.26,561.25,547.65,80.08,164.85
NSE:BORORENEW,C,Borosil Renewables Ltd,6937.24,494.85,Glass & Glass Products,Glass & Glass Products,null,4.66,7.27,-35.67,62.7,5.48,-0.36,0.31,-23.58,-16,503.71,22.58,31.37,441.45,0.23,0.46,1.55,-1.34,58.77,-2.81,2.2,-103.35,3.06,8.01,12.1,40.62,-114.75,173.27,47.57,135.15,663.61,928.56,203.41,575.92
NSE:BOROSCI,C,Borosil Scientific Ltd,1056.78,118.81,Glass & Glass Products,Glass & Glass Products,65.64,2.33,6.91,-42.09,205.26,2.58,14,3.12,-9.32,-20.23,107.85,22.23,38.62,99.53,0.02,null,0.17,-0.19,67.81,-0.03,7.02,-32.37,13.47,19.57,17.66,49.08,449.16,228.22,1.88,1.43,185.1,192.44,8.86,17.77
NSE:BOSCH-HCIL,S,Bosch Home Comfort India Ltd,3816.24,1403.5,Consumer Electronics,Consumer Durables,311.89,1.43,2.7,-76.09,52.38,7.97,6.36,-2.11,-20.04,-18.65,1362.82,42.84,26.04,1270,0.38,0.29,-6.22,-0.26,82.22,7.97,4.51,-71.8,17.38,10.17,10.24,59.82,141.51,63.22,36.36,8.65,null,349.93,180.62,48.08
NSE:BOSCHLTD,C,Bosch Ltd,105277.55,35695,Auto Ancillaries - Diversified,Auto Ancillaries,38.19,5.43,11.31,36.13,-3.97,7.52,-1.77,-5.83,-4.4,-7.55,36102,42.72,14.79,25921.6,0.01,0,-0.97,1.2,70.54,0,25.7,38.14,1.89,9.4,37.88,14.79,117.9,102.76,242.2,396.1,1669.4,1770.1,109.1,39.3
NSE:FIRSTCRY,C,Brainbees Solutions Ltd,14084.69,269.8,New age - Platform - E-Retail,Retail,null,1.75,12.43,35.99,23.43,2.95,0.11,0.26,-21.29,-27.97,271.26,70.23,38.44,254.5,0.35,0.26,5.32,-5.61,0,0,-1.15,38.72,15.46,11.57,6.11,63.21,31.51,-36.28,51.85,6.83,3575.57,3867.98,1661.23,1422.55
NSE:BRIGADE,C,Brigade Enterprises Ltd,18661.26,762.95,Realty - National,Realty,24.8,3.27,7.22,22.03,20.88,2.87,-0.01,-10.87,-20.05,-21.33,771.42,15.22,42.94,717.75,0.83,1.49,0.62,-2.08,41.12,-0.25,11.55,14.5,13.86,7.59,5.9,47.69,146.27,70.38,153.83,137.84,8097.25,5746.58,5374.9,5469.95
