companyId,Fundamentals Source,Name,Market Capitalization,Close Price,Industry,Sector,Price To Earnings,Price To Sales,Revenue Growth TTM,PAT Growth TTM,PAT Growth QoQ,Price To Book Value,Returns 1W,Returns 1M,Returns 3M,Returns 6M,SMA 20D,EV To EBITDA,52WH Distance,52WL,Debt To Equity,Debt To Equity 3 Years Back,Change In DII Holdings 1 Year,Change In FII Holdings 1 Year,Promoter Holdings,Change In Promoter Holdings 1 Year,ROCE,PBT Growth TTM,Revenue Growth QoQ,Revenue Growth YoY,52WL Distance,All Time High Distance,CFO To PAT,CFO To EBITDA,CWIP,CWIP 1 Year Back,Fixed Assets,Fixed Assets 2 Years Back,Debt,Debt 2 Years Back
NSE:KSB,C,KSB Ltd,12350.69,709.65,Pumps,Capital Goods-Non Electrical Equipment,47.03,4.68,9.5,14.52,-4.12,8.07,0.23,-3.3,-6.25,-10.47,706.76,35.74,21.97,582.25,0,0,1.32,-0.81,69.8,0,22.93,13.92,-2.56,5.37,22.22,32.86,75.62,55.45,61.1,54.66,445,420.4,4.6,3.24
BSE:KSE,S,KSE Ltd,765.92,239.35,FMCG - Animal/Polutry,FMCG,6.02,0.46,-1.27,128.91,-14.73,2.18,6.92,5.84,-4.61,3.33,223.56,4.54,16.11,180,0.07,0.09,0,0,22.65,-0.59,46.09,126.35,2.74,3.15,32.78,81.59,156.25,118.7,3.06,4.17,null,43.07,24.13,20.84
NSE:KSHINTL,S,KSH International Ltd,2445.64,360.95,Metal - Copper/Copper Alloy Products,Non Ferrous Metals,25.67,1.27,null,null,-21.16,3.16,-4.47,8.75,null,null,357.34,24.09,10.95,330,1.23,0.86,null,null,74.58,null,17.81,null,14.83,58.52,8.94,10.95,-14.38,-7.98,107.76,7.42,null,null,366.46,129.24
NSE:KSOLVES,C,Ksolves India Ltd,672.12,283.35,IT - Software,IT - Software,22.03,4.39,13.71,-19.44,16.53,20.27,9.95,0.89,-8.42,-7.93,278.24,15.75,42.86,250.05,0.08,0,-0.07,-0.66,58.94,0,116.8,-19.25,6.63,12.2,13.58,61.29,99.4,71.28,0,0,6.37,2.42,2.5,0
NSE:KUANTUM,S,Kuantum Papers Ltd,805.97,92.36,Paper,Paper,15.02,0.75,-5.23,-56.3,69.5,0.67,5.28,0.26,-11.05,-19.55,88.74,8.72,31.74,83,0.56,0.53,0,-0.14,70.31,0,6.25,-55.25,3.54,7.22,11.02,59.2,153.63,72.94,150.09,156.28,null,1475.61,677.66,512.5
BSE:KPL,C,Kwality Pharmaceuticals Ltd,1485.04,1431.2,Pharma - Formulators,Pharmaceuticals,26.28,3.22,33.23,91.14,13.31,5.13,23.63,35.26,47.33,32.68,1136.99,14.14,1.7,596.05,0.38,0.45,0.3,0.5,54.83,0,21.84,87.38,11.16,46.24,140.11,1.7,132.45,65.58,0,0,143.75,139.05,110.44,98.12
BSE:LAKSHMIMIL,S,Lakshmi Mills Company Ltd,528.62,7600,Textiles - Composite Mills,Textiles,null,2.15,-5.39,211.51,-19.05,0.65,1.2,-0.75,-10.59,-22.9,7367.42,22.83,24.45,4900.05,0.11,0.17,-0.01,-0.23,65.12,0.01,1.7,-136.19,5.58,11.65,55.1,24.45,-589.06,143.77,0.21,1.42,null,237.22,86.1,140.06
NSE:LANDMARK,C,Landmark Cars Ltd,1757.08,423.75,Retail - Vehicles,Retail,74.08,0.37,23.98,-6.63,845.33,3.1,2.91,-6.88,-25.87,-20.24,403.81,10.46,36.63,329.8,1.48,0.92,2.7,-0.89,49.76,-1.81,8.25,-8.15,11.08,12.56,27.35,53.59,876.65,68.57,1.08,3.01,772.3,593.62,830.88,627.02
NSE:LAOPALA,S,La Opala RG Ltd,2192.25,197.5,Opalware,Glass & Glass Products,21.73,6.75,-8.09,-12.59,5.64,2.72,-1.74,-1.45,-12.62,-18.75,196.57,20.03,31.52,187.37,0.01,0.02,0.46,-1.24,65.84,0.19,16.55,-12.15,39.27,0.32,4.89,59.03,116.18,103.62,0.1,5.77,null,196.96,8.39,9.29
NSE:LT,C,Larsen & Toubro Ltd,574166.5,4173.9,Infra - Construction & Contracting,Infrastructure Developers & Operators,35.32,2.07,11.71,14.6,-18.3,5.66,2.6,7.37,4.25,12.97,3961.78,19.41,0.63,2965.3,1.32,1.06,1.28,-0.76,0,0,15.21,18.38,5.1,10.49,40.71,0.63,51.79,27.98,3255.5,2588.68,45403.21,43111.79,134001.13,86623.69
NSE:LATENTVIEW,C,Latent View Analytics Ltd,8056.62,389.35,IT Enabled Services,IT - Software,40.43,8.03,27.49,18.41,11.02,4.92,-8.81,-11.4,-19.78,-3.13,414.27,35.44,25.22,341.2,0.02,0.02,0.54,0.85,65.1,-0.14,16.04,15.12,7.95,22.02,13.42,48.73,75.2,66.68,0,8.68,399.79,27.5,25.07,23.99
NSE:LAURUSLABS,C,Laurus Labs Ltd,54557.91,1010.6,Pharma - API & CRAMS,Pharmaceuticals,64.62,8.12,27.46,329.8,30.64,11.35,6.32,-4.51,1.3,17.01,989.72,33.89,11.48,512.35,0.46,0.5,-0.32,0.97,27.49,-0.13,18.8,305.72,7.55,25.67,97.13,11.48,169.76,57.01,540.81,458.36,4241.96,3890.01,2211.76,2577.4
NSE:LAXMIDENTL,C,Laxmi Dental Ltd,1054.94,191.94,Medical Equipment,Healthcare,44.85,3.99,13.31,-27.47,-87.7,4.6,-5.58,-21.32,-38.35,-49.46,207.09,27.96,62.36,180.3,null,6.28,10.83,32.45,41.7,-44.91,null,-28.03,-8.62,7.09,6.46,67.13,172.74,104.68,0,0.22,0,46.02,0,49.78
NSE:LGHL,C,Laxmi Goldorna House Ltd,1589.44,317.3,Realty - Construction & Contracting,"Diamond, Gems and Jewellery",133.32,18.1,null,null,226.47,24.35,6.01,8.65,12.39,9.07,284.35,77.27,20.89,192.75,1.57,null,0,0.1,74.97,0,13.47,null,3.43,80.88,63.99,20.89,-422.37,-198.6,0,0,0.64,null,102.07,null
NSE:LAXMIINDIA,S,Laxmi India Finance Ltd,537.05,102.75,Finance,Finance,9.61,1.8,35.12,50.09,7.02,1.23,12.95,-4.8,-30.66,-31.62,97.34,25.01,43.39,85.87,2.57,4.03,null,null,60.45,null,12.29,49.15,4.18,28.83,19.25,43.39,-864.52,-663.25,null,0.05,15.9,11.19,1116.33,766.68
NSE:LXCHEM,C,Laxmi Organic Industries Ltd,4066.87,146.74,Chemicals - Organic,Chemicals,50.78,1.44,-8.04,-41.51,130.58,2.11,2.59,-3.07,-22.06,-20.61,144.71,25.23,39.1,133.61,0.17,0.29,-0.08,-0.37,69.35,-0.03,4.13,-68.07,2.71,-8.6,9.84,76.63,95.11,38.61,462.32,398.44,1437.41,878.74,333.53,142.78
NSE:THELEELA,C,Leela Palaces Hotels & Resorts Ltd,14869.47,445.25,Hotels,Hotels & Restaurants,38.92,10.13,null,null,97.93,2.42,2.66,1.29,2.19,1.79,428.41,22.15,6.14,382.5,0.28,-1.69,null,null,75.91,null,8.66,null,47.25,23.48,16.41,6.14,1160.1,93.02,227.92,130.94,6556.22,null,1712.65,4453.08
NSE:LEMERITE,C,Le Merite Exports Ltd,1147.29,458.3,Trading,Textiles,94.89,2.64,-17.39,264.67,130.08,9.35,-2.26,-0.64,-7.6,42.08,460.36,59.94,14.47,280,0.92,2.2,0.16,-0.25,59.65,-13.3,8.24,225,-4.03,-28.39,64.29,14.47,-178.92,-158.89,0,8.32,null,null,102.93,86.09
NSE:LEMONTREE,C,Lemon Tree Hotels Ltd,10109.06,127.6,Hotels,Hotels & Restaurants,45.9,7.19,13.91,27.86,95.16,8.17,1.1,-15.78,-17.78,-13.42,129.43,18.23,29.38,117.51,1.67,2.55,-1.33,1.49,22.28,-0.49,15.64,29.19,32.57,14.32,8.59,29.38,222.74,85.41,60.97,58.59,3525.02,3641.78,2059.39,2335.84
NSE:LENSKART,C,Lenskart Solutions Ltd,87125.18,502.2,New age - Platform - E-Retail,FMCG,167.4,13.1,null,null,28.28,9.92,9.82,12.36,24.15,null,453.21,92.98,6.79,356.1,0.43,0.01,null,null,17.57,null,6.24,null,10.09,38.28,39.51,6.79,413.88,126.15,106.9,70.83,null,null,2572.77,917.21
NSE:IXIGO,C,Le Travenues Technology Ltd,8611.56,196.8,E-Commerce - Platform - Travel,E-Commerce/App based Aggregator,138.59,7.18,50.81,10.54,792.2,4.31,-7.67,-12.79,-29.74,-24.36,214.61,123.86,42.47,117,0.04,0.03,1.12,2.62,0,0,11.45,11.83,12.32,31.35,66.75,42.47,202.83,151.13,0,0,295.99,271.01,24.92,46.05
NSE:LGBBROSLTD,C,L G Balakrishnan & Bros Ltd,6118.24,1918.4,Auto Ancillaries - 2 Wheelers,Auto Ancillaries,18.37,2.09,16.44,16.52,-5.56,3.07,2.65,-0.5,9.08,52.03,1787.3,13.51,6.25,1081,0.09,0.08,-1.06,0.95,34.82,0.02,20.1,10.69,3.75,20.63,77.61,6.25,95.45,69.51,18.57,22.41,891.31,572.64,180.37,115.22
NSE:LGEINDIA,S,LG Electronics India Ltd,102576.08,1511.2,Consumer Electronics,Consumer Durables,46.6,4.21,null,null,-76.97,17.14,0.56,8.03,-9.88,null,1450.32,30.99,13.79,1325.5,0.07,0,null,null,85,null,46.79,null,-33.36,-6.4,13.76,13.79,75.06,53.18,75.31,24.45,null,null,427.83,318.45
NSE:LICHSGFIN,C,LIC Housing Finance Ltd,27923.95,507.65,Finance - Housing,Finance,5.09,0.96,4.29,6.49,3.62,0.72,-2.02,-2.57,-10.67,-11.67,516.19,42.52,21.53,483.7,7.08,9,0.36,-0.88,45.24,0,8.63,5.61,0.41,1.97,4.88,38.64,-305.16,-238.19,null,51.5,430.01,388.58,272849.47,252447.65
NSE:LICI,C,Life Insurance Corporation of India,545467.8,862.4,Finance - Insurance,Insurance,10.29,0.58,4.9,22.96,28.04,3.85,-4.37,3.69,-4.38,-2.73,837.43,74.85,11.91,715.3,null,0,0.08,0.13,96.5,0,null,23.61,-2.49,15.54,20.69,29.35,-18.93,-53.09,null,0,0,4074.77,0,0
NSE:LIKHITHA,C,Likhitha Infrastructure Ltd,657.63,166.7,Infra - Construction & Contracting,Infrastructure Developers & Operators,10.92,1.35,-6.74,-24.98,-20.66,1.67,-0.19,-2.49,-22.81,-32.13,165.5,8.22,47.87,154.44,0,0,0,-0.83,70.25,0.22,17.9,-26.1,8.96,-10.9,9.36,66.05,2.56,1.86,0,0,22.7,27.92,0.54,0
NSE:LINC,C,Linc Ltd,644.09,108.27,Printing & Stationery,Printing & Stationery,18.7,1.15,5.45,-0.32,-23.34,2.68,-4.52,-3.8,-13.51,-13.58,110.36,10.98,32.67,95.11,0.11,null,0,-0.22,61.02,1.6,20.06,1.44,-7.03,5.84,13.79,51.9,149.9,88.4,21.18,14.66,113.33,114.54,27.09,25.93
NSE:LINCOLN,C,Lincoln Pharmaceuticals Ltd,1310.55,654.3,Pharma - Formulators,Pharmaceuticals,14.92,2.01,9.1,-1.71,43.14,1.81,42.3,36.67,28.07,19.03,485.29,12.16,6.89,440,0,0,0.01,-0.46,49.78,0,16.24,0.01,1.81,13.49,47.28,33.84,112.96,91.65,3.15,4.47,184.6,179.33,0.07,1.07
NSE:LINDEINDIA,C,Linde India Ltd,58846.11,6900,Industrial Gas,Chemicals,99.75,23.46,-0.61,33.52,13.06,14.75,13.81,13.43,20.06,11.03,6098.9,58.02,12.16,5242.4,0.02,0.01,0.14,-0.23,75,0,19.62,30.95,8.82,15.71,31.87,30.42,128.31,76.28,1265.63,975.25,1948.96,1847.16,67.4,20.69
BSE:LKPFIN,C,LKP Finance Ltd,1468.57,956,Finance,Finance,391.8,103.86,null,null,null,3.11,-5.15,-10.65,6.61,87.28,993.7,480.64,18.97,210.15,0.1,0.28,4.03,-2.22,50.08,4.76,1.44,null,null,793.4,354.91,18.97,-5867,-3436.9,0,0,0.07,0.18,35.97,121.08
NSE:LLOYDSENGG,C,Lloyds Engineering Works Ltd,6185.12,53.06,Capital Goods - Electrical Equipment,Capital Goods-Non Electrical Equipment,40.5,5.96,null,null,28.89,5.33,3.59,3.88,-6.69,-24.54,48.38,38.3,36.39,41.13,0.16,null,0,-0.94,49.26,-7.13,13.95,null,-13.96,2.34,30.32,36.39,146.57,117.11,92.55,63.09,377.79,null,189.41,null
NSE:LLOYDSENPP,S,Lloyds Engineering Works Ltd Partly Paidup,758.95,24.6,Engineering - Light - General,Capital Goods-Non Electrical Equipment,null,null,null,null,null,1.54,null,-25.61,-39.26,-50.79,33.36,null,59.34,23,null,null,null,null,null,null,null,null,null,null,6.96,59.34,null,null,null,null,null,null,null,null
BSE:LLOYDSENT,C,Lloyds Enterprises Ltd,6996.7,55,Trading,Trading,20.22,4.59,14.51,124.89,-46.48,2.12,-8.21,-8.16,-15.59,-25.1,57.41,78.09,37.59,34.06,0.2,0.07,0.08,0.34,62.72,-11.2,11.8,134.04,-26.41,3.06,61.48,37.59,114.41,122.42,132.04,63.09,391.34,109.09,670.7,124.87
NSE:LLOYDPP,S,Lloyds Enterprises Ltd Partly Paidup,941.63,37.01,Trading,Trading,null,null,null,null,null,1.9,null,-2.37,-17.63,null,42.66,null,27.43,33.35,null,null,null,null,null,null,null,null,null,null,10.97,27.43,null,null,null,null,null,null,null,null
NSE:LLOYDSME,C,Lloyds Metals & Energy Ltd,64896.39,1190.4,Mining/Minerals - Iron Ore,Mining & Mineral products,25.36,5.28,73.48,63.97,92.03,7.06,-5.62,-3.67,-6.44,-15.81,1178.07,19.18,26.22,942.15,1.06,0,0.11,-0.08,63.73,0.24,23.01,56.95,38.53,201.94,26.24,26.22,83.13,61.72,3539.07,4181.07,7803.23,1234.7,8163.46,33.13
NSE:LMW,C,LMW Ltd,16213.59,15177,Textile machinery,Engineering,141.16,5.27,-3.18,-4.88,-64.17,5.78,-2.31,7.75,-1.61,2.79,14942.45,95.67,16.12,13450.05,0,0,-0.39,-0.16,30.8,-0.33,5.84,-6.63,-7.74,-1.07,13.81,20.27,28.3,20.86,10.47,4.16,967.09,972.14,0,0
NSE:LODHA,C,Lodha Developers Ltd,107239.46,1073.6,Realty - National,Realty,32.04,6.63,19.25,33.24,21.26,5.13,1.75,-0.07,-12.09,-12.68,1005.76,24.52,30.09,863.8,0.45,0.72,0.54,-0.96,71.85,-0.13,15.97,32.22,23.01,14.44,23.91,35.13,56.59,39.26,0,3.6,2710,1173,9628.4,7697.6
BSE:LOTUSCHO,S,Lotus Chocolate Company Ltd,1001.6,780,FMCG - Chocolate,FMCG,167.38,1.64,26.57,-69.78,-90.28,15.68,-3.48,14.93,-17.14,-32.85,771.69,372.2,48.85,545,3.08,-0.87,0.01,-0.07,72.07,0,9.4,-61.08,-16.71,-8.9,43.12,70.1,-752.28,-415.78,2.82,2.82,null,15.75,197.02,5.29
BSE:LSIND,S,LS Industries Ltd,2742.53,32.31,Textiles - Weaving,Textiles,null,1054.82,2066.67,-93.74,35,68.74,null,null,-22.68,3.66,35.64,-504.77,76.39,26,0,0,-0.02,0,74.28,0,-7.88,-85.85,-3.39,null,24.27,87.92,78.25,60.47,0,0,null,13.87,0,0
NSE:LTF,C,L&T Finance Ltd,71377.29,285.1,Conglomerate Backed NBFC,Finance,25.34,4.15,10.43,9.72,0.42,2.71,-0.07,-1.23,-2.52,41.48,287.69,41.36,13.54,131.05,3.72,3.86,3.16,1.35,66.03,-0.22,8.29,10.36,5.59,11.73,117.36,13.54,-627.46,-459.02,null,45,917.24,541.57,97970.33,76540.87
NSE:LTFOODS,C,L T Foods Ltd,15098.56,434.8,FMCG - Rice,FMCG,23.23,1.47,20.4,8.09,-3.97,3.58,8.54,16.23,5.3,-5.9,381.6,14.02,16.69,288.25,0.43,0.44,3.76,-0.41,51.01,0,16.86,10.26,1.57,23.49,49.87,16.69,75.6,47.28,72.97,44.67,1690.19,1159.77,1804.46,917.48
NSE:LTIM,C,LTIMindtree Ltd,151671.16,5115.5,IT - Software,IT - Software,31.88,3.72,9.85,3.28,-30.52,6.47,-8.02,-16.15,-12.6,-0.08,5808.58,21.44,20.51,3802,0.1,0.02,1.92,-0.94,68.53,-0.05,26.05,4.99,3.72,11.59,34.42,32.66,98.78,69.99,618.7,681.4,5746.2,5064.6,2382.6,2070.6
NSE:LTTS,C,L&T Technology Services Ltd,37197.22,3509.3,IT - ER&D,IT - Software,29.55,3.17,14.92,-2.8,-7.93,6.01,-8.99,-18.72,-15.61,-15.24,3802.39,19.77,32.4,3490,0.1,0.1,0.27,0.04,73.58,-0.08,26.12,-3.73,-1.88,10.2,0.52,41.53,117.22,78.26,8.1,28,2295.3,1612.6,630,658.8
NSE:LUMAXTECH,C,Lumax Auto Technologies Ltd,11071.54,1624.4,Auto Ancillaries - Diversified,Auto Ancillaries,44.43,2.41,40.63,58.99,39.32,10.5,10.05,8.39,14.16,60.58,1467.47,21.53,10.9,449,1.05,1,0.42,2.09,55.98,0,22.32,47.6,9.88,40.31,261.94,10.9,126.76,62.5,51.12,69.25,1398.18,1013.88,1110.53,809.91
NSE:LUMAXIND,C,Lumax Industries Ltd,5771.57,6174.3,Auto Ancillaries - Head lamps lights,Auto Ancillaries,35.55,1.48,21.82,22.98,30.61,7.07,25.84,12.82,25.37,84.63,5225.97,19.38,11.02,2100.05,1.21,0.74,0.76,0.47,75,0,15.33,15.38,4.37,18.67,193.8,11.02,151.52,75.88,128.89,212.13,1316.03,968.33,989.33,722.58
NSE:LUPIN,C,Lupin Ltd,100500.96,2199.3,Pharma - Formulators,Pharmaceuticals,21.62,3.84,18.86,61.45,-20.5,5.12,1.18,0.93,7.16,10.56,2170.52,13.62,1.99,1795.2,0.32,0.36,0.84,-0.55,46.89,-0.06,24.15,61.48,1.7,24.27,22.54,8.45,90.74,56.84,592.86,516.64,10252.34,9055.16,6217,2921.77
NSE:LUXIND,C,Lux Industries Ltd,2945.82,979.6,Textiles - Readymade Apparel,Textiles,23.16,1.07,16.09,-21.17,-0.82,1.65,0.09,0.39,-17.75,-23.33,943.58,17.03,40.64,873,0.32,0.18,0.06,-0.35,74.19,0,8.44,-21.04,28.86,14.95,11.91,78.96,-48.94,-34.15,12.69,8.98,369.64,343.03,574.68,210.88
BSE:MAAGHADV,C,Maagh Advertising & Marketing Services Ltd,571.98,25.42,Miscellaneous,Miscellaneous,59.12,13.33,37.76,37.09,-30.33,24.92,null,null,null,null,31.45,161.85,31.67,9.24,0,0,0,0,9.91,0.08,14.48,27.8,-41.11,-26.22,175.11,31.67,-87.5,-52.05,0,0,null,3.43,0,0
NSE:MAANALU,S,Maan Aluminium Ltd,877.1,146.22,Aluminium Products,Non Ferrous Metals,51.85,1.1,-0.21,-18.99,-50.95,3.25,-2.71,-2.14,7.53,30.78,150.38,37.57,20.83,75.51,0.44,0.43,0.89,-0.36,58.87,0,10.08,-14.81,-20.52,-16.6,93.68,43.64,1.23,0.76,0.34,0.34,null,53.98,82.81,32.6
BSE:MCCHRLS-B,C,Mac Charles (India) Ltd,825.37,630,Power - Generation/Distribution,Power Generation & Distribution,null,10.29,677.89,51.76,-283.15,12.69,11.78,-1.25,-10,-13.1,599.03,39.54,18.71,500,16.21,2.21,0,0,73.78,0,-1.02,51.51,37.81,1081.59,26,31.07,106.75,396.75,0,0,934.18,526.98,1053.96,827.44
BSE:ROBU,C,Macfos Ltd,781.69,830.1,E-Commerce - Platform - Utility,E-Commerce/App based Aggregator,37.8,2.9,15.35,17.61,9.98,9.73,0.37,3.25,0.84,15.45,825.57,28.98,10.44,630,0.51,null,0.02,-0.07,69.12,0,25,17.43,15.2,72.25,31.76,45.68,-137.26,-100.66,0,0.13,11.03,6.11,40.94,8.18
NSE:MACPOWER,S,Macpower CNC Machines Ltd,899.77,899.4,CNC - Machines,Capital Goods - Electrical Equipment,27.85,2.88,23.62,26.14,4.37,5.8,7.4,-5.7,4.56,0.26,857.31,17.17,28,601.2,0.01,0,0.35,-0.21,73.17,0,28.42,24.97,0.51,42.63,49.7,48.19,27.43,16.8,0.09,4.95,null,47.16,1.3,0.48
BSE:MADHUVEER,C,Madhuveer Com 18 Network Ltd,695.24,272.85,Pharma - Others,Miscellaneous,779.57,99.75,29.55,-547.37,160.78,26.86,4.28,-2.1,37.11,54.59,265.09,-523.83,7.51,138.5,0.1,0,0,0,67.8,1.32,0,-102.54,-17.88,129.69,97,11.56,779.7,1598.62,3.59,3.09,19.05,12.57,2.48,6.57
NSE:MBAPL,S,Madhya Bharat Agro Products Ltd,4072.46,464.75,Fertilisers,Fertilizers,38.89,2.3,94.82,134.66,4.27,8.88,5.1,17.76,13.2,10.48,426.19,19.82,2.82,240,0.68,0.98,0,0.19,74.76,0.2,25.87,126.03,36.03,115.84,93.52,2.82,167.39,66.14,177.61,74.29,null,265.02,312.22,289.89
NSE:MADRASFERT,S,Madras Fertilizers Ltd,1146.88,71.19,Fertilisers,Fertilizers,161.8,0.53,-21.47,-96.54,-80.54,48.5,-1.08,-10.32,-13.15,-20.7,74.04,85.92,33.4,66.5,23.64,-5.2,0.02,0,85.27,0,12.4,-93.84,-17.96,-47.61,7.22,46.79,180.89,94.95,23.32,19.8,null,204.12,584.16,1583.24
BSE:MAFATIND,C,Mafatlal Industries Ltd,979.26,135.7,Textiles - Composite Mills,Diversified,10.35,0.28,10.1,-12.59,-81.18,1.22,-1.81,-2.65,-23.19,-10.26,138.63,9,34.04,111.5,0.08,0.15,-0.44,-0.18,69.32,-0.24,11.75,18.67,-30.33,-21.19,21.21,38.83,-91.32,-130.94,0,0.44,87.25,85.6,60.7,82.13
NSE:MAGADSUGAR,S,Magadh Sugar & Energy Ltd,604.39,428.9,Sugar,Sugar,6.99,0.46,4.29,1.93,342.42,0.74,-4.1,-4.61,-14.98,-18.3,437.63,5.17,48.11,417,0.41,0.91,0,-0.1,61.02,0,13.74,2.61,-8.63,4.43,2.16,57.82,127.3,66.08,29.33,39.75,null,791.7,328.05,637.07
BSE:MCLOUD,C,Magellanic Cloud Ltd,1622.88,27.55,IT - Software,IT - Software,15.05,2.5,12.21,-10.84,3.66,2.67,9.24,15.32,-54.39,-64.58,24.16,9.12,73.83,21.17,0.47,0.73,0,-0.65,54.04,-4.26,19.66,-13.94,-0.31,8.26,30.14,80.76,139.24,69.61,7.1,42.28,521.66,456.76,270.59,278.85
NSE:MAHASTEEL,C,Mahamaya Steel Industries Ltd,1176.7,716,Steel - Rolling,Steel,116.23,1.41,12.14,202.21,1.6,7.71,2.04,-15.93,-8.22,109.02,756.69,52.54,30.62,221.9,0.4,0.35,0,0.34,72.8,-0.61,8.91,178.35,18.85,12.15,222.67,30.62,116.39,47.26,0,0,71.78,68.54,61.6,40.84
NSE:MGL,C,Mahanagar Gas Ltd,10935.69,1107.1,Gas Distribution,Gas Distribution,11.41,1.34,18.03,-9.4,5.15,1.76,-3.95,4.05,-10.19,-17.64,1096.24,7.21,30.29,1018.6,0.04,0.03,-0.27,-0.87,32.5,0,20.5,-6.19,0.48,11.52,8.61,44.35,135.11,89.54,1171.5,1068.06,5033.34,4235.06,220.64,141.43
NSE:MTNL,C,Mahanagar Telephone Nigam Ltd,1979.46,31.42,Telecom Services,Telecom-Service,null,2.76,-22.2,10.5,6.59,-0.07,0.77,-6.38,-22.96,-27.21,31.64,-94.32,46.05,28.55,-1.18,-1.36,-0.06,-0.05,56.25,0,-12.69,10.51,4.09,-24.39,9.98,69.19,-10.21,-70.75,23.75,31.97,3457.57,4332.88,34064.17,30141.28
NSE:MAHSCOOTER,S,Maharashtra Scooters Ltd,15398.85,13474,Finance - Holding Company,Finance,42.99,49.14,72.32,119.99,-98.46,0.47,-0.69,-2.38,-4.08,-13.99,13414.2,49.57,27.26,8822,0,0,-1.39,1.36,51,0,1.11,138.32,-97.62,11.23,52.85,27.26,74.07,92.68,null,0,0.04,10.06,0,0
NSE:MAHSEAMLES,C,Maharashtra Seamless Ltd,7184.63,536.2,Steel - Tubes/Pipes,Capital Goods-Non Electrical Equipment,8.55,1.49,-5.01,11.56,93.76,1.09,1.8,2.89,-4.95,-21.93,524.22,10.02,30.87,500.7,0,0.05,-0.95,0.4,69.81,1.74,16.57,9.69,-5.9,-22.57,6.83,51.24,78.42,66.25,46.47,13.98,1817.82,1949.76,9.9,0
NSE:MHRIL,C,Mahindra Holidays & Resorts India Ltd,5934.01,293.7,Resorts,Hotels & Restaurants,58.51,2.01,5.28,-27.7,-91.68,-18.25,0,-2.89,-6.21,-18.21,297.32,15.09,23.29,259,4.75,6.75,0.18,0.14,66.74,-0.01,8.27,-11.78,4.93,10.95,13.15,41.97,493.44,107.36,353.06,407.23,5381.84,4636.86,3480.88,2738.28
NSE:MAHLIFE,C,Mahindra Lifespace Developers Ltd,7869.16,368.9,Construction & Contracting,Construction,23.25,15.19,37.27,514.03,127.26,2.3,-0.14,0.35,-4.39,7.92,363.73,-59.37,13.5,256.06,0.1,0.15,2.13,-2.19,52.41,1.27,8.48,625.16,2514.81,174.49,44.26,40.77,-883.54,319.11,5.95,4.79,36.27,24.33,325.42,877.19
NSE:MAHLOG,C,Mahindra Logistics Ltd,3992.22,402.35,Logistics - Warehousing/Supply Chain,Logistics,null,0.59,13.22,-53.41,171.89,3.49,10.95,32.57,19.41,20.5,346.88,13.19,4.68,217.38,0.59,1.49,-3.59,-0.61,59.6,1.57,4.58,-112.22,12.62,19.06,85.34,46.23,-1144.28,120.81,24.22,45.76,1137.11,836.38,675.52,739.29
NSE:M&MFIN,C,Mahindra & Mahindra Financial Services Ltd,50518.5,363.45,Finance & Investments - CV Finance,Finance,20.59,2.48,13.97,-3.98,45.85,2.04,-4.47,0.18,17.36,40.49,368.78,47.55,11.78,231.52,4.9,4.39,1.19,-1.38,52.49,0.33,8.28,-4.13,8.43,13.61,57.07,11.78,-690.08,-485.2,null,66.16,1294.2,1113.4,121388.98,100215.43
NSE:M&M,C,Mahindra & Mahindra Ltd,439388.48,3533.4,Auto - 4 Wheelers,Automobile,25.09,2.36,22.54,23.78,26.68,5.3,-1.25,-3.5,-4.42,7.73,3535.63,15.67,7.91,2425,1.53,1.64,1.22,-1.43,18.44,-0.05,15.5,23.89,13,25.63,45.81,7.91,22.57,10.41,2569.77,8297.64,41872.39,32707.38,126709.33,108647.25
NSE:MAITHANALL,C,Maithan Alloys Ltd,3130.66,1075.4,Ferro Alloys,Ferro Alloys,7.07,1.53,13.58,-45.44,177.92,0.76,5.57,1.12,-2.85,0.24,1030.29,15,14.94,835.25,0.11,0.01,-0.25,-0.08,74.96,-0.02,14.45,-42.51,-0.11,-7.68,28.73,32.63,7.89,28.2,0.54,1.24,311.85,252.67,444.03,30.21
NSE:MALLCOM,C,Mallcom (India) Ltd,735.51,1178.7,Leather Products - Others,Textiles,13.74,1.39,12.49,35.57,171.39,2.35,-1.13,5.71,-14.37,-6.56,1136.76,13.74,22.63,1038.1,0.37,0.45,-0.43,0,73.68,0.02,17.99,23.37,-5.88,11.38,13.28,34.12,2.96,2.79,2.26,74.27,217.62,123.53,115.11,92.69
NSE:MAMATA,C,Mamata Machinery Ltd,1049.4,426.45,Engineering - General,Engineering,24.88,3.88,16.4,21.88,73.73,5.92,-0.59,5.61,1.58,3.82,404.77,18.72,21.42,311.55,0.04,0.16,-3.39,-1.41,62.45,0,31.01,27.21,25.95,-8.47,36.45,32.52,178.02,133.8,0,0,64.68,63.38,7.26,13.47
NSE:MANAKCOAT,C,Manaksia Coated Metals & Industries Ltd,1258.58,118.92,Aluminium Products,Steel,27.4,1.46,14.36,161.84,-47.35,3.73,-2.16,-7.42,-15.86,-18.33,124.67,16.75,35.44,72.2,0.31,1.53,0.64,-0.36,57.46,-11.73,19.39,160.75,-15.17,-8.85,63.46,35.44,194.81,55.75,80.06,68.43,108.89,119.28,103.22,177.62
